siren,siret,denominationUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr�cise
499260255,49926025500017,SARL SO-ESTHEK,,96.02B,,74,,,,AVENUE,JEAN JAURES,33600,PESSAC,,,33318,,,,,333181800_B,413529.47633199126,6418733.246834486,,A,,,96.02B,74 AVENUE JEAN JAURES 33600 PESSAC
499385615,49938561500020,,,96.02B,,4,,,,PASSAGE,ALEXIS LABRO,33130,BEGLES,,,33039,,,,,330390101_B,418030.62431582995,6416346.23068723,,A,LADIE ' S ONGLES,BESSON ALEXANDRA,96.02B,4 PASSAGE ALEXIS LABRO 33130 BEGLES
499461457,49946145700032,LE NAIL BAR BORDELAIS,,96.02B,,389,,,,AVENUE,D'ARES,33000,BORDEAUX,,,33063,,,,,330630355_B,414002.2967341913,6422063.854802227,,A,,,96.02B,389 AVENUE D'ARES 33000 BORDEAUX
499491322,49949132200032,,,96.02B,BAT 6 APPART 34,,,,,QUARTIER,DES VICTOIRES,33660,SAINT-SEURIN-SUR-L'ISLE,,,33478,,,,,33478mfb6rm_B,463868.98,6439472.42,,A,,,96.02B,BAT 6 APPART 34  QUARTIER DES VICTOIRES 33660 SAINT-SEURIN-SUR-L'ISLE
499607083,49960708300031,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CARBON-BLANC,,[ND],33096,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CARBON-BLANC
499640001,49964000100016,,,96.02B,,43,,,,AVENUE,PIERRE WIEHN,33600,PESSAC,,,33318,,,,,333182710_B,412969.0107237493,6417642.898507819,,A,OC'E  ESTHETIK,,96.02B,43 AVENUE PIERRE WIEHN 33600 PESSAC
499769875,49976987500034,,,96.02B,LOT LES GRISONS,62,,,,IMPASSE,DES VIGNES,33210,FARGUES,,,33164,,,,,331640070_B,438688.62345374696,6387902.626769611,,A,,BEAUTE DECO,96.02B,LOT LES GRISONS 62 IMPASSE DES VIGNES 33210 FARGUES
499973964,49997396400038,JOKE,,96.02B,CTRE CIAL GEANT CASINO,2,,,,AVENUE,DES PYRENEES,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501245_B,418159.27147237875,6414896.005367824,,A,BEAUTE D'AME,,96.02B,CTRE CIAL GEANT CASINO 2 AVENUE DES PYRENEES 33140 VILLENAVE-D'ORNON
500051172,50005117200038,,,96.02B,,19,,,,CHEMIN,DE BARENNES,33350,SAINTE-TERRE,,,33485,,,,,334850222_B,454089.13676167873,6418653.195014116,,A,,ATELIER BEAUTE BY VALERIE M,96.02B,19 CHEMIN DE BARENNES 33350 SAINTE-TERRE
500071667,50007166700017,,,96.02B,,16,,,,AVENUE,DE LA BOETIE,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490170_B,406980.82243748306,6428715.238512757,,A,ART D KOR,,96.02B,16 AVENUE DE LA BOETIE 33160 SAINT-MEDARD-EN-JALLES
500114426,50011442600025,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PESSAC,,[ND],33318,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, PESSAC
500552260,50055226000019,SARL AQUITAINE ESTHETIQUE,,96.02B,,18,,,,AVENUE,DE L’AQUITAINE,33560,SAINTE-EULALIE,,,33397,,,,,333970012_B,424893.6064272913,6429127.968508513,,A,EPIL STORY,,96.02B,18 AVENUE DE L’AQUITAINE 33560 SAINTE-EULALIE
500833793,50083379300028,,,96.02B,,7,,,,RUE,DE LAURIERE,33670,LA SAUVE,,,33505,,,,,335050064_B,437771.2183018737,6413446.743128796,,A,,L'ONGLE ANN'GEL,96.02B,7 RUE DE LAURIERE 33670 LA SAUVE
500878384,50087838400022,,,96.02B,,11,,,,AVENUE,DE LA FON DE BUC,33360,CENAC,,,33118,,,,,331182300_B,426049.5159724526,6414636.279055437,,A,,VAGUES DE BEAUTE,96.02B,11 AVENUE DE LA FON DE BUC 33360 CENAC
500946371,50094637100019,,,96.02B,,49,,,,AVENUE,DE LA LIBERATION,33138,LANTON,,,33229,,,,,332290422_B,379794.4983343986,6408950.404170275,,A,ONGLES,,96.02B,49 AVENUE DE LA LIBERATION 33138 LANTON
501035109,50103510900013,,,96.02B,,10,B,,,CHEMIN,DES PERAILS,33910,SAINT-DENIS-DE-PILE,,,33393,,,,,333930235_B,449000.7261244452,6436905.323649456,,A,,,96.02B,"10, B CHEMIN DES PERAILS 33910 SAINT-DENIS-DE-PILE"
501258784,50125878400013,NATUR'ELLE,,96.02B,,7,,,,RUE,CHARLES PEGUY,33130,BEGLES,,,33039,,,,,330390530_B,418240.1666062906,6418816.523130595,,A,,,96.02B,7 RUE CHARLES PEGUY 33130 BEGLES
501321103,50132110300019,,,96.02B,,37,,,,ROUTE,DE SAINT-MEDARD,33160,SAINT-AUBIN-DE-MEDOC,,,33376,,,,,333760594_B,406166.5278914932,6430337.646781388,,A,EMILIE BEAUTE,,96.02B,37 ROUTE DE SAINT-MEDARD 33160 SAINT-AUBIN-DE-MEDOC
501347249,50134724900010,HARMONIE SANTE DIETETIQUE,,96.02B,,21,,,,AVENUE,RENE CASSAGNE,33150,CENON,,,33119,,,,,331191653_B,422303.31172430806,6423516.341683656,,A,CENTRE DU VERNET,,96.02B,21 AVENUE RENE CASSAGNE 33150 CENON
501347264,50134726400019,YLANG YLANG,,96.02B,,92,,,,AVENUE,DU LAC,33680,LACANAU,,,33214,,,,,332140702_B,377683.4117993271,6439345.517803048,,A,,,96.02B,92 AVENUE DU LAC 33680 LACANAU
501447486,50144748600033,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LIBOURNE,,[ND],33243,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LIBOURNE
501476071,50147607100011,,,96.02B,,14,,,,PLACE,FREDERIC OZANAM,33000,BORDEAUX,,,33063,,,,,330633a9kkn_B,414570.14696606126,6423299.016077814,,A,VILLA VAHINE,,96.02B,14 PLACE FREDERIC OZANAM 33000 BORDEAUX
501815328,50181532800031,VAGUE INSTANT,,96.02B,,7,,,,AVENUE,HENRI SEGUIN,33680,LACANAU,,,33214,,,,,332140636_B,369405.1948285156,6442320.034910208,,A,,,96.02B,7 AVENUE HENRI SEGUIN 33680 LACANAU
502088578,50208857800021,,,96.02B,,155,,,,COURS,VICTOR HUGO,33130,BEGLES,,,33039,,,,,330392000_B,418485.8364561069,6418481.660194617,,A,THI MY NAIL,,96.02B,155 COURS VICTOR HUGO 33130 BEGLES
502108228,50210822800011,,,96.02B,,22,,,,RUE,DE LA FRANCHISE,33000,BORDEAUX,,,33063,,,,,330633640_B,416535.9730572302,6422994.597339783,,A,,DIVINESSENCE,96.02B,22 RUE DE LA FRANCHISE 33000 BORDEAUX
502467897,50246789700018,,,96.02B,,66,,,,BOULEVARD,VICTOR HUGO,33670,CREON,,,33140,,,,,331400920_B,435033.8105330037,6414145.998089214,,A,CRE'ONGLES,,96.02B,66 BOULEVARD VICTOR HUGO 33670 CREON
502509532,50250953200052,,,96.02B,,192,,,,AVENUE,DES PYRENEES,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501245_B,418709.03,6413055.65,,A,,LA CANOPEE DES SENS,96.02B,192 AVENUE DES PYRENEES 33140 VILLENAVE-D'ORNON
502553902,50255390200011,,,96.02B,,78,B,,,CHEMIN,DU TREYTIN,33850,LEOGNAN,,,33238,,,,,332380604_B,414575.5134871402,6411539.853992538,,A,,,96.02B,"78, B CHEMIN DU TREYTIN 33850 LEOGNAN"
503060097,50306009700030,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEGOUGE,,[ND],33548,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLEGOUGE
503119638,50311963800032,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLENAVE-D'ORNON,,[ND],33550,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLENAVE-D'ORNON
503332496,50333249600044,,,96.02B,,206,,,,ALLEE,ALBERT SCHWEITZER,33127,SAINT-JEAN-D'ILLAC,,,33422,,,,,334220007_B,401709.81131203234,6418826.67350159,,A,,SANDRA BIEN-ETRE,96.02B,206 ALLEE ALBERT SCHWEITZER 33127 SAINT-JEAN-D'ILLAC
503476947,50347694700034,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAUCATS,,[ND],33501,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAUCATS
503532392,50353239200019,SOIN DE SOI,,96.02B,,191,,,,COURS,DU GENERAL DE GAULLE,33170,GRADIGNAN,,,33192,,,,,331925848_B,414097.7735564932,6414619.095785756,,A,INSTITUT DE BEAUTE SOIN DE SOI,,96.02B,191 COURS DU GENERAL DE GAULLE 33170 GRADIGNAN
503532392,50353239200027,SOIN DE SOI,,96.02B,,3,,,,RUE,DE LA VIEILLE TOUR,33000,BORDEAUX,,,33063,,,,,330639350_B,417238.6113379735,6422226.640297189,,A,SOIN DE SOI,BOUTIQUE SOIN DE SOI,96.02B,3 RUE DE LA VIEILLE TOUR 33000 BORDEAUX
503657090,50365709000026,,,96.02B,,4,,,,,JEAN HAUT,33210,COIMERES,,,33130,,,,,33130B049_C,,,,A,,ISRA BEAUTE,96.02B,4 JEAN HAUT 33210 COIMERES
503662223,50366222300018,,,96.02B,,1,,,,LD,NORD BOURRIET,33720,ILLATS,,,33205,,,,,,,,,A,L' ESTHETIQUE D ORELY,,96.02B,1 LD NORD BOURRIET 33720 ILLATS
503877136,50387713600021,JUST ONE LOOK,,96.02B,,163,,,,AVENUE,LOUIS BARTHOU,33000,BORDEAUX,,,33063,,,,,33063os67_B,414452.95832193905,6423565.449863554,,A,,BEAUTY SUCCESS,96.02B,163 AVENUE LOUIS BARTHOU 33000 BORDEAUX
504110925,50411092500014,SARL LUCIE,,96.02B,,69,,,,RUE,JEAN-JACQUES ROUSSEAU,33500,LIBOURNE,,,33243,,,,,332430740_B,444142.79121011065,6429294.0657767765,,A,SARL LUCIE  INSTITUT SIMONE MAHLER,,96.02B,69 RUE JEAN-JACQUES ROUSSEAU 33500 LIBOURNE
504174517,50417451700038,,,96.02B,,3,,,,PLACE,JEROME DAVID,33210,LANGON,,,33227,,,,,332270775_B,442247.6690600609,6389244.461086814,,A,,INSTITUT MOPELIA,96.02B,3 PLACE JEROME DAVID 33210 LANGON
504211525,50421152500036,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COUTURES,,[ND],33139,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, COUTURES
504415688,50441568800036,,,96.02B,,101,,,,AVENUE,DE L’ENTRE 2 MERS,33370,FARGUES-SAINT-HILAIRE,,,33165,,,,,33165en4k_B,428387.40073561383,6419959.529396404,,A,,L'ATELIER DE JAZZ,96.02B,101 AVENUE DE L’ENTRE 2 MERS 33370 FARGUES-SAINT-HILAIRE
504675026,50467502600042,,,96.02B,,30,,,,CHEMIN,DES CHAMBRES NEUVES,33290,LUDON-MEDOC,,,33256,,,,,332560297_B,414653.0137871821,6437039.722803874,,A,GAELLE BIEN ETRE,,96.02B,30 CHEMIN DES CHAMBRES NEUVES 33290 LUDON-MEDOC
504757469,50475746900029,,,96.02B,,19,,,,RUE,PIERRE PENEL,33850,LEOGNAN,,,33238,,,,,332380529_B,414544.2622703165,6410029.096721331,,A,,,96.02B,19 RUE PIERRE PENEL 33850 LEOGNAN
504945353,50494535300010,,,96.02B,,2,,,,RUE,DU 8 MAI 1945,33650,SAINT-MORILLON,,,33454,,,,,334540105_B,422308.2273415978,6400712.846496387,,A,D'MAINS D'FEE,,96.02B,2 RUE DU 8 MAI 1945 33650 SAINT-MORILLON
504960642,50496064200040,,,96.02B,,1,,,,RUE,DE LA BENAUGE,33100,BORDEAUX,,,33063,,,,,330630835_B,418874.8441325481,6421926.596694478,,A,,ONGLES ET VOUS LAGUNE FABIENNE,96.02B,1 RUE DE LA BENAUGE 33100 BORDEAUX
505046797,50504679700021,L P K,,96.02B,LD COURGEYRES,7,,,,CHEMIN,DE CALVIN,33770,SALLES,,,33498,,,,,334980044_B,392759.45483009826,6392110.449767872,,A,ZENANCE,,96.02B,LD COURGEYRES 7 CHEMIN DE CALVIN 33770 SALLES
505046797,50504679700039,L P K,,96.02B,PLAINE DES SPORTS DE DURROS,,,,,RUE,JULES FERRY,33210,LANGON,,,33227,,,,,332270803_B,441605.4644249298,6388568.2742604045,,A,ZENANCE,,96.02B,PLAINE DES SPORTS DE DURROS  RUE JULES FERRY 33210 LANGON
505067017,50506701700010,CAP ESTHETIQUE,,96.02B,,5,,,,BOULEVARD,DE LA PLAGE,33950,LEGE-CAP-FERRET,,,33236,,,,,33236sk9y_B,364465.6551020202,6407652.442993313,,A,CAP ESTHETIQUE,,96.02B,5 BOULEVARD DE LA PLAGE 33950 LEGE-CAP-FERRET
505118505,50511850500013,SARL BOUTET BRU,,96.02B,,20,,,,RUE,VICTOR HUGO,33230,COUTRAS,,,33138,,,,,331380940_B,453681.49023862334,6442878.742990954,,A,QUINTESSENCE,,96.02B,20 RUE VICTOR HUGO 33230 COUTRAS
505168302,50516830200014,,ISABELLE,96.02B,,5,,,,,FARIDEUIL,33240,LA LANDE DE FRONSAC,,,33219,,,,,33219B050_C,,,,A,,,96.02B,5 FARIDEUIL 33240 LA LANDE DE FRONSAC
505229567,50522956700027,,,96.02B,RES JARRY APT 206,18,,,,RUE,FRANCOIS LEVEQUE,33300,BORDEAUX,,,33063,,,,,330633695_B,417392.46528101637,6424593.329477039,,A,,,96.02B,RES JARRY APT 206 18 RUE FRANCOIS LEVEQUE 33300 BORDEAUX
505365320,50536532000033,,,96.02B,,109,,,,RUE,DES HERONS,33620,CEZAC,,,33123,,,,,331230900_B,433424.1364093946,6448466.959094945,,A,,L'ATELIER DU REGARD BY SONIA,96.02B,109 RUE DES HERONS 33620 CEZAC
507438885,50743888500059,,,96.02B,,1,,,,,MAINE DU PRIEURE,33760,BELLEFOND,,,33044,,,,,33044b006_B,449446.604035439,6412322.352991658,,A,EMMANUELLE BERGOMI,EMMANUELLE BERGOMI,96.02B,1 MAINE DU PRIEURE 33760 BELLEFOND
507460590,50746059000015,SECRET DE BEAUTE,,96.02B,,20,,,,RUE,SAINTE COLOMBE,33000,BORDEAUX,,,33063,,,,,330638400_B,417923.6085720002,6421732.857312432,,A,,,96.02B,20 RUE SAINTE COLOMBE 33000 BORDEAUX
507515161,50751516100028,,,96.02B,,66,,,,RUE,RIGAL,33110,LE BOUSCAT,,,33069,,,,,330691570_B,417338.5002048264,6425204.285049062,,A,,,96.02B,66 RUE RIGAL 33110 LE BOUSCAT
507993111,50799311100024,,,96.02B,LES PORTES D'ARTIGUES,57,,,,RUE,AIME CESAIRE,33370,ARTIGUES-PRES-BORDEAUX,,,33013,,,,,330130049_B,425153.22949960385,6424417.173971961,,A,,,96.02B,LES PORTES D'ARTIGUES 57 RUE AIME CESAIRE 33370 ARTIGUES-PRES-BORDEAUX
508053980,50805398000035,AMAZONE BEAUTE,,96.02B,,59,,,,CHEMIN,DE L'ESVENTAT,33450,SAINT-LOUBES,,,33433,,,,,334330218_B,427570.61617465084,6429392.593887077,,A,,L'INSTANT D'ESTELLE,96.02B,59 CHEMIN DE L'ESVENTAT 33450 SAINT-LOUBES
508096997,50809699700012,,,96.02B,,9,,,,ALLEE,DES CHANTERELLES,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500236_B,416575.524685452,6412827.483493689,,A,ONGLES ET BEAUTE,,96.02B,9 ALLEE DES CHANTERELLES 33140 VILLENAVE-D'ORNON
508109089,50810908900039,,,96.02B,,65,,,,ALLEE,DU CHATEAU,33140,CADAUJAC,,,33080,,,,,330800284_B,420260.9391644555,6411426.433366559,,A,,,96.04Z,65 ALLEE DU CHATEAU 33140 CADAUJAC
508156528,50815652800038,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ARCACHON,,[ND],33009,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, ARCACHON
508164811,50816481100012,,,96.02B,,10,,,,ROUTE,DE TOUTY,33370,POMPIGNAC,,,33330,,,,,333300051_B,428292.4627887284,6423483.93174165,,A,,LE BOUDOIR DES MARIEES,96.02B,10 ROUTE DE TOUTY 33370 POMPIGNAC
508311917,50831191700019,,,96.02B,,13,,,,PLACE,CHANOINE PATRY,33610,CESTAS,,,33122,,,,,331221057_B,408333.9645005828,6411469.685230505,,A,INSTITUT MAHONIA,,96.02B,13 PLACE CHANOINE PATRY 33610 CESTAS
508410719,50841071900019,,,96.02B,,4,,,,COURS,DU MARECHAL LECLERC,33850,LEOGNAN,,,33238,,,,,332380426_B,415000.4628640808,6409931.319174005,,A,OSON'GLES DE LYDIE,,96.02B,4 COURS DU MARECHAL LECLERC 33850 LEOGNAN
508674280,50867428000039,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE PIAN-MEDOC,,[ND],33322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LE PIAN-MEDOC
508889730,50888973000026,,,96.02B,,11,,,,AVENUE,DES PINS,33138,LANTON,,,33229,,,,,332290515_B,379982.71817568754,6411268.830940976,,A,,ATTITUDE FRENCH,96.02B,11 AVENUE DES PINS 33138 LANTON
508991536,50899153600022,SARL WILSON,,96.02B,,351,,,,AVENUE,DU MARECHAL DE LATTRE DE TASSIGNY,33200,BORDEAUX,,,33063,,,,,330636000_B,413828.10064955166,6424263.678388721,,A,EPIL STORY,,96.02B,351 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 33200 BORDEAUX
509074217,50907421700027,,,96.02B,14B,14,,,,CHEMIN,DE JACQUIN,33850,LEOGNAN,,,33238,,,,,332380313_B,416305.28662090475,6411521.288099809,,A,,TJ BEAUTY,96.02B,14B 14 CHEMIN DE JACQUIN 33850 LEOGNAN
509131777,50913177700047,,,96.02B,,13,,,,RUE,DU BOURG,33360,LATRESNE,,,33234,,,,,332340042_B,423724.66691846517,6415692.364889373,,A,,,96.02B,13 RUE DU BOURG 33360 LATRESNE
509299475,50929947500046,,,96.02B,,15,,,,RUE,JEHENNE,33120,ARCACHON,,,33009,,,,,330091180_B,369456.1050286905,6404600.634621161,,A,,CHLOE ESTHETIQUE,96.02B,15 RUE JEHENNE 33120 ARCACHON
509350609,50935060900020,,,96.02B,,19,B,,,RUE,DU MAI 1945,33640,PORTETS,,,33334,,,,,,,,,A,,KARIN'EPIL,96.02B,"19, B RUE DU MAI 1945 33640 PORTETS"
509415089,50941508900028,,,96.02B,,4,,,,,C AV DE LA COTE D ARGENT,33680,LE PORGE,,,33333,,,,,,,,,A,SOPHIA ESTHETIQUE,,96.02B,4 C AV DE LA COTE D ARGENT 33680 LE PORGE
509654091,50965409100065,,,96.02B,,7,,,,CHEMIN,DES ARDILLEYS,33320,LE TAILLAN-MEDOC,,,33519,,,,,335190223_B,409334.9788411729,6429232.122922524,,A,,ONGLES CHERRY & COMPAGNIE,96.02B,7 CHEMIN DES ARDILLEYS 33320 LE TAILLAN-MEDOC
509801205,50980120500014,LE GRAND FARE,,96.02B,,97,,,,COURS,DE LA MARNE,33800,BORDEAUX,,,33063,,,,,330636065_B,418166.9652924693,6420847.722286795,,A,COIFFURE FARE,LE GRAND FARE,96.02B,97 COURS DE LA MARNE 33800 BORDEAUX
510067630,51006763000036,,,96.02B,,1,,,,AVENUE,DE L'ETE,33510,ANDERNOS-LES-BAINS,,,33005,,,,,330050285_B,377348.8578198601,6415004.189088569,,A,,ANAIS REG ART,96.02B,1 AVENUE DE L'ETE 33510 ANDERNOS-LES-BAINS
510260706,51026070600021,,,96.02B,CTRE COMMERCIAL INTER MARCHE,6,,,,AVENUE,FAVARD,33170,GRADIGNAN,,,33192,,,,,331925513_B,415059.54526927095,6416138.640496319,,A,,SECRET D'ONGLES & BEAUTE,96.02B,CTRE COMMERCIAL INTER MARCHE 6 AVENUE FAVARD 33170 GRADIGNAN
510408446,51040844600027,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
510443161,51044316100045,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINTE-TERRE,,[ND],33485,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINTE-TERRE
510620784,51062078400015,LE CAP EN FORME,,96.02B,LIEU DIT SHING HA,,,,,RUE,DES BERNACHES,33950,LEGE-CAP-FERRET,,,33236,,,,,332363l1vql_B,362700.4212172856,6402631.842489516,,A,FORM' O CAP,,96.02B,LIEU DIT SHING HA  RUE DES BERNACHES 33950 LEGE-CAP-FERRET
510898638,51089863800034,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MEDARD-EN-JALLES,,[ND],33449,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-MEDARD-EN-JALLES
510959257,51095925700013,JULIA ESTHETIQUE,,96.02B,ZONE DUMES DE 1 A 10,1,,,,RTE,RN 524,33210,LANGON,,,33227,,,,,332271366_C,,,,A,EPIL STORY,,96.02B,ZONE DUMES DE 1 A 10 1 RTE RN 524 33210 LANGON
511087363,51108736300020,,,96.02B,,14,,,,IMPASSE,DE LA HAYE,33700,MERIGNAC,,,33281,,,,,332811288_B,410277.3685869155,6420241.113542556,,A,O STYLE D'ONGLES,,96.02B,14 IMPASSE DE LA HAYE 33700 MERIGNAC
511162414,51116241400011,,,96.02B,,1,,,,IMPASSE,DU STADE,33650,MARTILLAC,,,33274,,,,,332741126_B,418959.01439653535,6407539.094071019,,A,,,96.02B,1 IMPASSE DU STADE 33650 MARTILLAC
511202343,51120234300014,,,96.02B,,12,,,,RUE,DES GRAVIERES,33600,PESSAC,,,33318,,,,,333181550_B,410105.535025269,6417147.860585039,,A,,SO'COCOON,96.02B,12 RUE DES GRAVIERES 33600 PESSAC
511205809,51120580900037,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-JEAN-D'ILLAC,,[ND],33422,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-JEAN-D'ILLAC
511338683,51133868300010,,,96.02B,,12,,,,AVENUE,JEAN JAURES,33530,BASSENS,,,33032,,,,,330320411_B,422504.08000852796,6428610.73968685,,A,CENTRE HIBIKI,,96.02B,12 AVENUE JEAN JAURES 33530 BASSENS
511339418,51133941800010,,,96.02B,,,,,,RUE,EDOUARD LALO,33520,BRUGES,,,33075,,,,,330750121_B,414722.00543483126,6427243.044909602,,A,,,96.02B, RUE EDOUARD LALO 33520 BRUGES
511662124,51166212400011,,,96.02B,,30,C,,,AVENUE,CHARLES DE GAULLE,33650,SAUCATS,,,33501,,,,,335010010_B,414935.1026949988,6401151.616194044,,A,BEAUTE ET BIEN-ETRE,,96.02B,"30, C AVENUE CHARLES DE GAULLE 33650 SAUCATS"
511688830,51168883000021,,,96.02B,,18,,,,LOTISSEMENT,LA SOURCE DE PICHAROTTE,33750,SAINT-QUENTIN-DE-BARON,,,33466,,,,,33466A105_C,,,,A,,LES VERNIS D'AURELIE,96.02B,18 LOTISSEMENT LA SOURCE DE PICHAROTTE 33750 SAINT-QUENTIN-DE-BARON
511884348,51188434800026,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MARTIGNAS-SUR-JALLE,,[ND],33273,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MARTIGNAS-SUR-JALLE
511933970,51193397000010,,,96.02B,,13,,,,RUE,DU MINESOTTA,33720,PODENSAC,,,33327,,,,,333270672_B,434045.8030930609,6400335.749246621,,A,,,96.02B,13 RUE DU MINESOTTA 33720 PODENSAC
511934036,51193403600035,,,96.02B,,,,,,,LES TROIS MAINES,33620,CUBNEZAIS,,,33142,,,,,,,,,A,,,96.02B, LES TROIS MAINES 33620 CUBNEZAIS
512006842,51200684200029,,,96.02B,,63,,,,AVENUE,DU MARECHAL FOCH,33500,LIBOURNE,,,33243,,,,,332430935_B,444274.9644484818,6430012.072638724,,A,GLB,GLB,96.02B,63 AVENUE DU MARECHAL FOCH 33500 LIBOURNE
512065798,51206579800021,,LACABANE,96.02B,,18,,,,RUE,DU HAPCHOT,33770,SALLES,,,33498,,,,,334980100_B,392159.4741718994,6390656.287094832,,A,,LA CABANE,96.02B,18 RUE DU HAPCHOT 33770 SALLES
512097502,51209750200029,,,96.02B,,106,T,,,RUE,FREDERIC SEVENE,33400,TALENCE,,,33522,,,,,335221110_B,416570.06940829,6418305.579625307,,A,,INSTITUT SAINT SENS,96.02B,"106, T RUE FREDERIC SEVENE 33400 TALENCE"
512142126,51214212600022,MINERAL COSMETICS,,96.02B,,71,,,,RUE,DES REMPARTS,33000,BORDEAUX,,,33063,,,,,330637860_B,417251.86029815953,6421911.832008352,,A,,,96.02B,71 RUE DES REMPARTS 33000 BORDEAUX
512142126,51214212600030,MINERAL COSMETICS,,96.02B,,68,,,,RUE,DES REMPARTS,33000,BORDEAUX,,,33063,,,,,330637860_B,417262.5304446934,6421897.672347071,,A,INSTITUT DE BEAUTE DE LA MER MORTE,,96.02B,68 RUE DES REMPARTS 33000 BORDEAUX
512142126,51214212600048,MINERAL COSMETICS,,96.02B,,7,,,,RUE,DE GASCOGNE,33320,EYSINES,,,33162,,,,,331620232_B,412421.5181596591,6426246.975393065,,A,STUDIO ZEN MASSAGE,STUDIO ZEN MASSAGE,96.04Z,7 RUE DE GASCOGNE 33320 EYSINES
512143702,51214370200029,,,96.02B,,6,,,,RUE,DE LA MOULINE,33460,ARSAC,,,33012,,,,,330120155_B,409242.5086472893,6440217.22804956,,A,,T BEAUTY,96.02B,6 RUE DE LA MOULINE 33460 ARSAC
512156290,51215629000011,,,96.02B,,26,,,,RUE,DU CHEMIN DES DAMES,33260,LA TESTE-DE-BUCH,,,33529,,,,,335290670_B,371023.4351346047,6401580.10869037,,A,,,96.02B,26 RUE DU CHEMIN DES DAMES 33260 LA TESTE-DE-BUCH
512195157,51219515700049,,,96.02B,,4,,,,,LD PELISSON,33920,SAUGON,,,33502,,,,,,,,,A,,,96.02B,4 LD PELISSON 33920 SAUGON
512245747,51224574700013,,,96.02B,,6,,,,PLACE,DU 8 MAI 1945,33340,GAILLAN-EN-MEDOC,,,33177,,,,,331770033_B,390141.0890290729,6476965.159408679,,A,,,96.02B,6 PLACE DU 8 MAI 1945 33340 GAILLAN-EN-MEDOC
512302118,51230211800017,HARMONY NAILS,,96.02B,,4,,,,RUE,JEAN RAYMOND GUYON,33270,FLOIRAC,,,33167,,,,,331670972_C,,,,A,,,96.02B,4 RUE JEAN RAYMOND GUYON 33270 FLOIRAC
