siren,siret,denominationUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr�cise
804825859,80482585900015,,,96.02A,,96,,,,ROUTE,DU CHATEAU D’EAU,33125,LE TUZAN,,,33536,,,,,335360015_B,415573.22727366874,6378654.845541542,,A,,,96.02A,96 ROUTE DU CHATEAU D’EAU 33125 LE TUZAN
804849339,80484933900010,MARGAUX,,96.02A,,6,,,,RUE,DU BARON,33210,LANGON,,,33227,,,,,332270080_B,442314.7861066434,6389024.685442336,,A,,,96.02A,6 RUE DU BARON 33210 LANGON
804996148,80499614800032,,,96.02A,,242,,,,COURS,DE L'ARGONNE,33000,BORDEAUX,,,33063,,,,,330630365_B,417106.3678537403,6420192.287690897,,A,,LES MONDAINES,96.02A,242 COURS DE L'ARGONNE 33000 BORDEAUX
805000635,80500063500039,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, BORDEAUX
805004256,80500425600014,,,96.02A,,1,,,,CHEMIN,DU MOULIN DES VACHES,33770,SALLES,,,33498,,,,,334980160_B,390636.1934723731,6388605.722744273,,A,,NAT' COIFF,96.02A,1 CHEMIN DU MOULIN DES VACHES 33770 SALLES
805004272,80500427200011,,,96.02A,,24,,,,RUE,MAURICE FILLON,33290,PAREMPUYRE,,,33312,,,,,333120465_B,415855.23333393724,6434262.384202233,,A,,,96.02A,24 RUE MAURICE FILLON 33290 PAREMPUYRE
805069770,80506977000016,ML COIFFURE,,96.02A,,423,,,,AVENUE,D'EYSINES,33110,LE BOUSCAT,,,33069,,,,,330690590_B,414156.8605547217,6424865.672957707,,A,DV BY DELPHINE COIFFURE,ML COIFFURE,96.02A,423 AVENUE D'EYSINES 33110 LE BOUSCAT
805119914,80511991400044,,,96.02A,,1,,,,CHEMIN,DE LA GRAND FONT,33750,SAINT-QUENTIN-DE-BARON,,,33466,,,,,334660052_B,439925.35546731966,6418978.29397428,,A,,MELANY WADDINGTION COIFFEUSE COLORISTE & VISAGISTE,96.02A,1 CHEMIN DE LA GRAND FONT 33750 SAINT-QUENTIN-DE-BARON
805157799,80515779900018,TIBO,,96.02A,PETIT PIQUEY,35,,,,ROUTE,DE BORDEAUX,33950,LEGE-CAP-FERRET,,,33236,,,,,332360280_B,367528.18407111766,6411753.945204315,,A,,LE LOCAL 35,96.02A,PETIT PIQUEY 35 ROUTE DE BORDEAUX 33950 LEGE-CAP-FERRET
805308525,80530852500015,,,96.02A,,137,B,,,AVENUE,DU BASSIN D’ARCACHON,33680,LE PORGE,,,33333,,,,,333330010_B,375187.1307297363,6424798.781778988,,A,,NADEGE,96.02A,"137, B AVENUE DU BASSIN D’ARCACHON 33680 LE PORGE"
805324621,80532462100012,,,96.02A,,1,,,,RUE,MICHEL MONTAIGNE,33240,SAINT LAURENT D'ARCE,,,33425,,,,,,,,,A,H'AIR DU MONDE,H'AIR DU MONDE,96.02A,1 RUE MICHEL MONTAIGNE 33240 SAINT LAURENT D'ARCE
805369709,80536970900029,,,96.02A,APPT 1,55,,,,BOULEVARD,GEORGES POMPIDOU,33000,BORDEAUX,,,33063,,,,,330634012_B,415390.1328084135,6421347.2278991025,,A,,,96.02A,APPT 1 55 BOULEVARD GEORGES POMPIDOU 33000 BORDEAUX
807398771,80739877100020,,,96.02A,,19,,,,RUE,MAL FRANCHET D'ESPEREY,33200,BORDEAUX,,,33063,,,,,330635980_B,413772.04922037554,6422326.595721457,,A,LES BEAUX LOOKS,LES BEAUX LOOKS,96.02A,19 RUE MAL FRANCHET D'ESPEREY 33200 BORDEAUX
807477575,80747757500011,,,96.02A,,21,,,,RUE,DES TAILLEURS,33390,ANGLADE,,,33006,,,,,330060210_B,414592.1386311018,6463302.040160716,,A,CHRISTELLE,,96.02A,21 RUE DES TAILLEURS 33390 ANGLADE
807479407,80747940700023,,,96.02A,,17,,,,AVENUE,DE L'ENTRE-DEUX-MERS,33370,SALLEBŒUF,,,33496,,,,,334960060_B,431000.19,6421129.22,,A,,DOUCEUR DE VIE,96.02A,17 AVENUE DE L'ENTRE-DEUX-MERS 33370 SALLEBŒUF
807521638,80752163800039,C.C.J. HUGUERIE,,96.02A,,23,,,,RUE,HUGUERIE,33000,BORDEAUX,,,33063,,,,,330634475_B,417257.71727847465,6422581.5635977015,,A,,,96.02A,23 RUE HUGUERIE 33000 BORDEAUX
807575071,80757507100020,,,96.02A,,37,,,,RUE,JEAN CLAUDEVILLE,33520,BRUGES,,,33075,,,,,33075sn2i_B,417087.75113757147,6425799.046553563,,A,,KAMCOIFFURE,96.02A,37 RUE JEAN CLAUDEVILLE 33520 BRUGES
807583752,80758375200017,,,96.02A,,117,B,,,,LD MOUNICAT,33760,SOULIGNAC,,,33515,,,,,,,,,A,,,96.02A,"117, B LD MOUNICAT 33760 SOULIGNAC"
807635594,80763559400011,H2ML,,96.02A,,165,,,,AVENUE,D'EYSINES,33110,LE BOUSCAT,,,33069,,,,,330690590_B,415008.60852287407,6424389.585758619,,A,LE SALON BORDELAIS,,96.02A,165 AVENUE D'EYSINES 33110 LE BOUSCAT
807635594,80763559400045,H2ML,,96.02A,,105,,,,AVENUE,DE VERDUN,33200,BORDEAUX,,,33063,,,,,330639245_B,414654.3640469376,6424176.087363979,,A,,SALON BORDELAIS SIGNATURE,96.02A,105 AVENUE DE VERDUN 33200 BORDEAUX
807646096,80764609600014,ADELINE COIFFURE,,96.02A,,100,,,,AVENUE,DU GENERAL DE GAULLE,33450,IZON,,,33207,,,,,332072190_B,434599.7335194578,6430302.4127874905,,A,,ADELINE COIFFURE,96.02A,100 AVENUE DU GENERAL DE GAULLE 33450 IZON
807687041,80768704100010,,,96.02A,,17,,,,RUE,DE TUSTOC,33210,TOULENNE,,,33533,,,,,335330068_B,440518.05317781435,6389843.712500218,,A,,,96.02A,17 RUE DE TUSTOC 33210 TOULENNE
807905062,80790506200012,COIFFURE T B,,96.02A,,11,,,,RUE,GAMBETTA,33230,COUTRAS,,,33138,,,,,331380310_B,453564.70439799514,6442854.919691371,,A,,,96.02A,11 RUE GAMBETTA 33230 COUTRAS
807962444,80796244400012,,,96.02A,,4,,,,CHEMIN,DES ACACIAS,33250,CISSAC-MEDOC,,,33125,,,,,331250033_B,398331.20128503675,6466107.48334822,,A,,,96.02A,4 CHEMIN DES ACACIAS 33250 CISSAC-MEDOC
807996335,80799633500038,"""ARIES 62""",,96.02A,,13,,,,PLACE,PUY PAULIN,33000,BORDEAUX,,,33063,,,,,330637695_B,417549.6699246365,6422195.748895678,,A,,,96.02A,13 PLACE PUY PAULIN 33000 BORDEAUX
808151237,80815123700019,,,96.02A,RES LES CARRELETS,6,,,,RUE,COLETTE,33500,LIBOURNE,,,33243,,,,,332431523_B,445201.34675071924,6427460.189373634,,A,,,96.02A,RES LES CARRELETS 6 RUE COLETTE 33500 LIBOURNE
808174379,80817437900012,,,96.02A,,71,,,,AVENUE,DE LA MARNE,33700,MERIGNAC,,,33281,,,,,332811930_B,413755.45,6421810.11,,A,MEGH,MEGH,96.02A,71 AVENUE DE LA MARNE 33700 MERIGNAC
808196513,80819651300010,MACQUIGNEAU COIFFURE,,96.02A,,15,,,,RUE,RICHARD WAGNER,33700,MERIGNAC,,,33281,,,,,332812535_B,411414.0427623658,6422327.35588899,,A,DE L'AUTRE COTE DU MIROIR,,96.02A,15 RUE RICHARD WAGNER 33700 MERIGNAC
808210744,80821074400013,,,96.02A,,110,,,,RUE,ROGER DAGUT,33720,LANDIRAS,,,33225,,,,,332250448_B,429120.3532614712,6391190.905855445,,A,,UN AUTRE STYLE,96.02A,110 RUE ROGER DAGUT 33720 LANDIRAS
808287619,80828761900015,CELINE COIFF,,96.02A,,11,,,,PLACE,DE LA HALLE,33420,RAUZAN,,,33350,,,,,333500080_B,452783.41367921507,6413863.068490092,,A,,,96.02A,11 PLACE DE LA HALLE 33420 RAUZAN
808361232,80836123200016,MABC,,96.02A,,52,,,,COURS,DE LA MARNE,33800,BORDEAUX,,,33063,,,,,330636065_B,418008.67416120414,6420921.812491074,,A,,,96.02A,52 COURS DE LA MARNE 33800 BORDEAUX
808404230,80840423000027,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CASTRES-GIRONDE,,[ND],33109,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, CASTRES-GIRONDE
808431282,80843128200025,,,96.02A,,4,,,,RUE,DU MARCHE,33390,BLAYE,,,33058,,,,,330580280_B,412159.6924442333,6454240.958031175,,A,,A-C COIFFURE,96.02A,4 RUE DU MARCHE 33390 BLAYE
808472187,80847218700018,SARL THOMAS JULIEN,,96.02A,,50,,,,RUE,GAMBETTA,33000,BORDEAUX,,,33063,,,,,33063alnu_B,414343.5541472672,6423261.254027668,,A,,SARL THOMAS JULIEN,96.02A,50 RUE GAMBETTA 33000 BORDEAUX
808478291,80847829100038,ALGUE BX,,96.02A,PARK AGORA,47,,,,RUE,LAGRUA,33260,LA TESTE-DE-BUCH,,,33529,,,,,335291745_B,370678.2826437999,6401995.150531267,,A,,,96.02A,PARK AGORA 47 RUE LAGRUA 33260 LA TESTE-DE-BUCH
808478291,80847829100046,ALGUE BX,,96.02A,,16,,,,RUE,EDMOND MICHELET,33000,BORDEAUX,,,33063,,,,,330633062_B,417089.7832465918,6422072.509200005,,A,SAINT ALGUE,,96.02A,16 RUE EDMOND MICHELET 33000 BORDEAUX
808649206,80864920600014,,,96.02A,LES HAUTS DE L HIPPODROME BAT 9 APPT 2,,,,,RUE,DES TREYTINS,33320,EYSINES,,,33162,,,,,331620570_B,413261.1660327483,6426804.563040995,,A,,SPEED COIFF,96.02A,LES HAUTS DE L HIPPODROME BAT 9 APPT 2  RUE DES TREYTINS 33320 EYSINES
808695837,80869583700019,,,96.02A,,57,,,,RUE,DE LA PAIX,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501100_B,417312.82698827045,6413717.350811893,,A,,DE MECHE,96.02A,57 RUE DE LA PAIX 33140 VILLENAVE-D'ORNON
808762181,80876218100010,,,96.02A,LOT LEPINEY,2,,,,RUE,DU MERLOT,33720,CERONS,,,33120,,,,,331200055_B,434726.2350311488,6397832.479699577,,A,STEPHANE PM ONLY,,96.02A,LOT LEPINEY 2 RUE DU MERLOT 33720 CERONS
808838791,80883879100024,,,96.02A,,4,,,,AVENUE,DE LA POSTE,33950,LEGE-CAP-FERRET,,,33236,,,,,332361445_B,371932.7325236707,6418810.65952073,,A,,,96.02A,4 AVENUE DE LA POSTE 33950 LEGE-CAP-FERRET
808920631,80892063100013,,,96.02A,,1,,,,,CANET,33430,BAZAS,,,33036,,,,,33036B066_C,,,,A,,,96.02A,1 CANET 33430 BAZAS
809045867,80904586700011,EVERYONE SPEAKS,,96.02A,,9,,,,PLACE,DU PALAIS,33000,BORDEAUX,,,33063,,,,,330636870_B,418024.0603099145,6421846.167736852,,A,,,96.02A,9 PLACE DU PALAIS 33000 BORDEAUX
809131311,80913131100015,ENVOL COIFFURE,,96.02A,,156,,,,RUE,LAMARTINE,33400,TALENCE,,,33522,,,,,335221560_B,416542.5309437794,6418436.362915148,,A,,,96.02A,156 RUE LAMARTINE 33400 TALENCE
809183007,80918300700024,J.A.K.V.,,96.02A,,55,,,,COURS,GEORGES CLEMENCEAU,33000,BORDEAUX,,,33063,,,,,330633985_B,417316.78976121824,6422532.4092112435,,A,LE COIFFEUR DE LA COUR,,96.02A,55 COURS GEORGES CLEMENCEAU 33000 BORDEAUX
809215148,80921514800010,C COIFFURE,,96.02A,DE TASSIGNY,26,,,,RUE,MAL DE LATTRE DE TASSIGNY,33120,ARCACHON,,,33009,,,,,330091440_B,369371.56382681616,6404504.662633266,,A,C COIFFURE,,96.02A,DE TASSIGNY 26 RUE MAL DE LATTRE DE TASSIGNY 33120 ARCACHON
809604523,80960452300013,SARL IM,,96.02A,,258,,,,RUE,SAINTE-CATHERINE,33000,BORDEAUX,,,33063,,,,,330638390_B,417710.6870493947,6421216.593880937,,A,NEW ONE,IM,96.02A,258 RUE SAINTE-CATHERINE 33000 BORDEAUX
809645468,80964546800020,BOY AND GIRL,,96.02A,ZA DE TOCTOUCAU,14,,,,CHEMIN,DE LOU TRIBAIL,33610,CESTAS,,,33122,,,,,331222135_B,405181.1636488673,6413689.470732327,,A,,,96.02A,ZA DE TOCTOUCAU 14 CHEMIN DE LOU TRIBAIL 33610 CESTAS
809796915,80979691500019,MPV CHARTRONS,,96.02A,,54,,,,COURS,BALGUERIE STUTTENBERG,33300,BORDEAUX,,,33063,,,,,330630570_B,418113.85,6423853.97,,A,,L'ATELIER M / JOLIS TRESORS,96.02A,54 COURS BALGUERIE STUTTENBERG 33300 BORDEAUX
809846371,80984637100015,,,96.02A,,,,,,ROUTE,DU STADE,33390,SAINT-SEURIN-DE-CURSAC,,,33477,,,,,334770120_B,415649.28256658406,6457482.892783976,,A,,,96.02A, ROUTE DU STADE 33390 SAINT-SEURIN-DE-CURSAC
809846371,80984637100023,,,96.02A,,37,,,,RUE,DU CABERNET,33560,SAINTE-EULALIE,,,33397,,,,,333970390_B,426095.25747562264,6428938.357312793,,A,,COIFFURE DOIGT DE FEE,96.02A,37 RUE DU CABERNET 33560 SAINTE-EULALIE
809931918,80993191800019,,,96.02A,,6,,,,RUE,DU COTEAU,33240,SAINT-ANDRE-DE-CUBZAC,,,33366,,,,,333660192_B,428141.8744203884,6439207.154408438,,A,,L'ATELIER CREA TIF,96.02A,6 RUE DU COTEAU 33240 SAINT-ANDRE-DE-CUBZAC
810002873,81000287300026,,,96.02A,,46,,,,AVENUE,MARC NOUAUX,33610,CESTAS,,,33122,,,,,331221675_B,407264.5339569431,6414939.436175065,,A,,LVB SALON,96.02A,46 AVENUE MARC NOUAUX 33610 CESTAS
810002873,81000287300034,,,96.02A,,38,,,,AVENUE,MARC NOUAUX,33610,CESTAS,,,33122,,,,,331221675_B,407256.17,6414946.94,,A,,LVB SALON,96.02A,38 AVENUE MARC NOUAUX 33610 CESTAS
810024695,81002469500019,AUX CISEAUX DE REGINE,,96.02A,,3,,,,RUE,MARTIAL GARNUNG,33470,LE TEICH,,,33527,,,,,335270453_B,381183.9376416217,6400730.705423487,,A,AUX CISEAUX DE REGINE,AUX CISEAUX DE REGINE,96.02A,3 RUE MARTIAL GARNUNG 33470 LE TEICH
810055418,81005541800018,SAXLO,,96.02A,,,,,,,CTRE COM DES 4 PAVILLONS,33310,LORMONT,,,33249,,,,,,,,,A,,,96.02A, CTRE COM DES 4 PAVILLONS 33310 LORMONT
810109652,81010965200018,,,96.02A,,12,,,,RUE,RAVEZ,33000,BORDEAUX,,,33063,,,,,330637780_B,417755.43000780727,6421720.789892016,,A,,#HASHTAG,96.02A,12 RUE RAVEZ 33000 BORDEAUX
810127381,81012738100038,LE PETIT SALON,,96.02A,,18,,,,RUE,DU SERPOLET,33000,BORDEAUX,,,33063,,,,,330638630_B,417777.43073108693,6421817.079935497,,A,,,96.02A,18 RUE DU SERPOLET 33000 BORDEAUX
810138958,81013895800022,,,96.02A,BAT D APPT 8,2,,,,RUE,CAMILLE DIGNAC,33470,GUJAN-MESTRAS,,,33199,,,,,331990110_B,377687.2192671557,6401406.650178769,,A,,NSV DEBORAH,96.02A,BAT D APPT 8 2 RUE CAMILLE DIGNAC 33470 GUJAN-MESTRAS
810138990,81013899000017,ILOPAC,,96.02A,,175,,,,AV,DE LA LIBERATION,33110,LE BOUSCAT,,,33069,,,,,330691080_C,,,,A,,ILOPAC,96.02A,175 AV DE LA LIBERATION 33110 LE BOUSCAT
810139006,81013900600011,,,96.02A,,,,,,,11 LIEU DIT CHAUBET,33190,PONDAURAT,,,33331,,,,,,,,,A,,JOANNA COIFF'HAIR,96.02A, 11 LIEU DIT CHAUBET 33190 PONDAURAT
810218685,81021868500016,,,96.02A,,12,,,,RUE,ARISTIDES DE SOUSA MENDES,33600,PESSAC,,,33318,,,,,333180271_B,410445.1180002731,6418998.102325801,,A,,,96.02A,12 RUE ARISTIDES DE SOUSA MENDES 33600 PESSAC
810298836,81029883600018,LILOU,,96.02A,,30,,,,AVENUE,DE TIVOLI,33110,LE BOUSCAT,,,33069,,,,,330691660_B,416346.02329104196,6424136.990488863,,A,SALON BRUNO FLAUJAC,SALON BRUNO FLAUJAC,96.02A,30 AVENUE DE TIVOLI 33110 LE BOUSCAT
810326215,81032621500029,COIFFURE STEPHANIE,,96.02A,,8,,,,RUE,DU HUIT MAI 1945,33320,LE TAILLAN MEDOC,,,33519,,,,,335190395_C,,,,A,,,96.02A,8 RUE DU HUIT MAI 1945 33320 LE TAILLAN MEDOC
810715359,81071535900016,,,96.02A,,18,,,,RUE,DES PALIQUEYS,33510,ANDERNOS-LES-BAINS,,,33005,,,,,330050607_B,377309.50686450594,6414338.114389865,,A,,,96.02A,18 RUE DES PALIQUEYS 33510 ANDERNOS-LES-BAINS
810746537,81074653700010,,,96.02A,,2,,,,,LACAMPAGNE,33690,COURS-LES-BAINS,,,33137,,,,,33137B029_C,,,,A,,AURORE TENDANCE,96.02A,2 LACAMPAGNE 33690 COURS-LES-BAINS
810775502,81077550200018,MAGALO,,96.02A,,25,,,,RUE,DES PILIERS DE TUTELLE,33000,BORDEAUX,,,33063,,,,,330637335_B,417701.4228664032,6422131.837046786,,A,,,96.02A,25 RUE DES PILIERS DE TUTELLE 33000 BORDEAUX
810785337,81078533700017,L'INSTANT DS,,96.02A,,2,,,,AVENUE,GUSTAVE EIFFEL,33600,PESSAC,,,33318,,,,,333181085_B,412300.2565228141,6416323.636313396,,A,,,96.02A,2 AVENUE GUSTAVE EIFFEL 33600 PESSAC
810835355,81083535500019,,,96.02A,,15,,,,,RES LA VIEILLE CURE,33860,REIGNAC,,,33351,,,,,,,,,A,,,96.02A,15 RES LA VIEILLE CURE 33860 REIGNAC
810850669,81085066900013,COUP'EVASION,,96.02A,,207,,,,AVENUE,PASTEUR,33600,PESSAC,,,33318,,,,,333182500_B,411081.31867162854,6418023.587902161,,A,COUP ' EVASION,,96.02A,207 AVENUE PASTEUR 33600 PESSAC
811009372,81100937200012,AJLH,,96.02A,,103,,,,RUE,MICHEL DE MONTAIGNE,33500,LIBOURNE,,,33243,,,,,332430990_B,444199.88295492076,6428897.652924076,,A,,,96.02A,103 RUE MICHEL DE MONTAIGNE 33500 LIBOURNE
811327790,81132779000010,,,96.02A,,21,,,,RUE,DU VOISIN,33380,MIOS,,,33284,,,,,332840190_B,387581.5443891704,6398291.095483924,,A,,ART DE PL'HAIR,96.02A,21 RUE DU VOISIN 33380 MIOS
811513852,81151385200012,LA COUPE,,96.02A,,299,,,,RUE,D'ORNANO,33000,BORDEAUX,,,33063,,,,,330636825_B,415718.877264594,6421193.1349336235,,A,,,96.02A,299 RUE D'ORNANO 33000 BORDEAUX
811657220,81165722000026,JEANNE PILLOT BARBIERE D ARCACHON,,96.02A,,2,,,,BOULEVARD,DE LA PLAGE,33120,ARCACHON,,,33009,,,,,330091850_B,371312.53713725286,6403908.105988695,,A,,,96.02A,2 BOULEVARD DE LA PLAGE 33120 ARCACHON
811704550,81170455000011,,,96.02A,,169,,,,RUE,ACHARD,33300,BORDEAUX,,,33063,,,,,330630035_B,419933.5994592965,6425439.314534987,,A,,ARTISTIC COIFFURE,96.02A,169 RUE ACHARD 33300 BORDEAUX
811783414,81178341400022,,,96.02A,,28,,,,,LE BOURG,33840,LUCMAU,,,33255,,,,,,,,,A,,ALIZEE,96.02A,28 LE BOURG 33840 LUCMAU
811828011,81182801100023,,,96.02A,,29,,,,LD,LIEU DIT BEAUCAILLAT,33230,MARANSIN,,,33264,,,,,,,,,A,,LUXURY BEAUTY BY M,96.02A,29 LD LIEU DIT BEAUCAILLAT 33230 MARANSIN
811975879,81197587900024,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VENSAC,,[ND],33541,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, VENSAC
812066561,81206656100018,COIFFURE D'ORIENT,,96.02A,,,,,,RUE,EDOUARD HERRIOT,33310,LORMONT,,,33249,,,,,332490252_B,422161.0033910335,6424990.925343347,,A,,,96.02A, RUE EDOUARD HERRIOT 33310 LORMONT
812092575,81209257500016,,,96.02A,,261,,,,RUE,DE LA PRINCESSE,33600,PESSAC,,,33318,,,,,333182830_B,404728.6545833684,6415498.355330048,,A,,,96.02A,261 RUE DE LA PRINCESSE 33600 PESSAC
812240984,81224098400029,,,96.02A,CENTRE COMMERCIAL DU CRABOS,5,,,,ROUTE,DE POMAREDE,33640,CASTRES-GIRONDE,,,33109,,,,,331094el2_B,427028.9166803255,6405683.046990065,,A,,,96.02A,CENTRE COMMERCIAL DU CRABOS 5 ROUTE DE POMAREDE 33640 CASTRES-GIRONDE
812370336,81237033600024,,,96.02A,,6,,,,ROUTE,DE LA SOULOIRE,33750,SAINT-GERMAIN-DU-PUCH,,,33413,,,,,334130060_B,437316.65168702416,6422312.637857971,,A,,VENTAJA ANGELIQUE,96.02A,6 ROUTE DE LA SOULOIRE 33750 SAINT-GERMAIN-DU-PUCH
812456119,81245611900021,NATHAELLE,,96.02A,,111,,,,AVENUE,ARISTIDE BRIAND,33700,MERIGNAC,,,33281,,,,,332810190_B,413629.4110108524,6420535.131759948,,A,,,96.02A,111 AVENUE ARISTIDE BRIAND 33700 MERIGNAC
812554707,81255470700016,,,96.02A,,3,,,,CHEMIN,DE CAUSSAS,33460,MACAU,,,33262,,,,,332620181_B,413564.3875015278,6438939.1933373455,,A,,,96.02A,3 CHEMIN DE CAUSSAS 33460 MACAU
812578292,81257829200011,LENARYONE,,96.02A,ZAC COEUR DE BASTIDE,20,,,,ALLEE,SERR,33100,BORDEAUX,,,33063,,,,,330638640_B,418870.72025021375,6422342.051622503,,A,,,96.02A,ZAC COEUR DE BASTIDE 20 ALLEE SERR 33100 BORDEAUX
812655843,81265584300033,,,96.02A,,14,,,,ALLEE,JULES CHAMBRELENT,33320,EYSINES,,,33162,,,,,331620336_B,413160.9668901336,6425629.263447494,,A,MAM'ZELL JULIE,,96.02A,14 ALLEE JULES CHAMBRELENT 33320 EYSINES
812698777,81269877700016,ELODIE NAOUI,,96.02A,,45,,,,AVENUE,DE LA LIBERATION,33700,MERIGNAC,,,33281,,,,,332811690_B,412135.39197806705,6422967.025279465,,A,COIFFURE MG VOGUE,,96.02A,45 AVENUE DE LA LIBERATION 33700 MERIGNAC
812717296,81271729600048,,,96.02A,,27,,,,RUE,DE VERDUN,33530,BASSENS,,,33032,,,,,330320656_B,423096.9978020024,6429255.1923051905,,A,,,96.02A,27 RUE DE VERDUN 33530 BASSENS
812859023,81285902300036,CAP,,96.02A,,,,,,ROUTE,DE LIBOURNE,33450,SAINT-LOUBES,,,33433,,,,,334330468_B,430542.92172021134,6429759.966062443,,A,,ADDICT PARIS,96.02A, ROUTE DE LIBOURNE 33450 SAINT-LOUBES
812872703,81287270300028,FORTUNAE,,96.02A,PASSAGE STE CATHERINE,,,,,CITE,GRAND PARC CTRE COMMERC,33000,BORDEAUX,,,33063,,,,,,,,,A,,,96.02A,PASSAGE STE CATHERINE  CITE GRAND PARC CTRE COMMERC 33000 BORDEAUX
812872703,81287270300036,FORTUNAE,,96.02A,PROMENADE SAINTE CATHERINE-ESP.CCIAL,25,,,,RUE,SAINTE-CATHERINE,33000,BORDEAUX,,,33063,,,,,330638390_B,417636.3664351705,6422131.11455214,,A,FRANCK PROVOST,,96.02A,PROMENADE SAINTE CATHERINE-ESP.CCIAL 25 RUE SAINTE-CATHERINE 33000 BORDEAUX
812932887,81293288700027,LM,,96.02A,,57,,,,COURS,GEORGES CLEMENCEAU,33000,BORDEAUX,,,33063,,,,,330633985_B,417323.05695363495,6422545.022359502,,A,,,96.02A,57 COURS GEORGES CLEMENCEAU 33000 BORDEAUX
813004181,81300418100026,COLOMAR INVESTISSEMENTS,,96.02A,GALERIE MARCHANDE,,,,,,CENTRE COMMERCIAL AUCHAN,33380,BIGANOS,,,33051,,,,,,,,,A,REFLETS DU BASSIN,HAIR BIGANOS,96.02A,GALERIE MARCHANDE  CENTRE COMMERCIAL AUCHAN 33380 BIGANOS
813088580,81308858000010,BYK,,96.02A,CENTRE COMMERCIAL SUPER U,,,,,,PUJAU,33610,CESTAS,,,33122,,,,,33122B137_C,,,,A,,LISEO COIFFURE,96.02A,CENTRE COMMERCIAL SUPER U  PUJAU 33610 CESTAS
813088580,81308858000028,BYK,,96.02A,,6,,,,AVENUE,FAVARD,33170,GRADIGNAN,,,33192,,,,,331925513_B,415059.54526927095,6416138.640496319,,A,,LISEO COIFFURE,96.02A,6 AVENUE FAVARD 33170 GRADIGNAN
813154861,81315486100013,,,96.02A,,126,,,,RUE,DE LA REPUBLIQUE,33220,SAINTE-FOY-LA-GRANDE,,,33402,,,,,334020165_B,480282.4269265204,6419775.28144138,,A,LES SECRETS POUR PL' HAIR,,96.02A,126 RUE DE LA REPUBLIQUE 33220 SAINTE-FOY-LA-GRANDE
813279395,81327939500012,BACKSTAGE,,96.02A,-,61,,,,RUE,JEAN-JACQUES ROUSSEAU,33500,LIBOURNE,,,33243,,,,,332430740_B,444121.562235618,6429327.174968895,,A,,,96.02A,- 61 RUE JEAN-JACQUES ROUSSEAU 33500 LIBOURNE
813287976,81328797600027,,,96.02A,,3,,,,RUE,MICHEL DE MONTAIGNE,33350,CASTILLON-LA-BATAILLE,,,33108,,,,,331080170_B,459731.51677813666,6421888.688292106,,A,LM COIFFURE,,96.02A,3 RUE MICHEL DE MONTAIGNE 33350 CASTILLON-LA-BATAILLE
813330057,81333005700015,,,96.02A,,78,,,,ROUTE,DES GRAVES,33640,PORTETS,,,33334,,,,,33334j9r6_B,429340.59097368,6404582.112615343,,A,NK COIFFURE,NK COIFFURE,96.02A,78 ROUTE DES GRAVES 33640 PORTETS
813404134,81340413400013,BARBAPAPA,,96.02A,,21,,,,AVENUE,JEAN JAURES,33600,PESSAC,,,33318,,,,,333181800_B,413095.3030627038,6418519.374009298,,A,,O MASCULIN,96.02A,21 AVENUE JEAN JAURES 33600 PESSAC
813492188,81349218800012,,,96.02A,,2,,,,,LA VILLE,33124,AILLAS,,,33002,,,,,33002B258_C,,,,A,,FABY COIFFURE,96.02A,2 LA VILLE 33124 AILLAS
813506029,81350602900038,,,96.02A,,324,,,,RUE,HENRI LAVAL,33720,LANDIRAS,,,33225,,,,,332250276_B,428716.1030163208,6391479.024461181,,A,,,96.02A,324 RUE HENRI LAVAL 33720 LANDIRAS
813609658,81360965800014,L'ETERNEL'LE,,96.02A,,38,,,,AVENUE,DE LA REPUBLIQUE,33120,ARCACHON,,,33009,,,,,330091930_B,370700.2900447971,6404106.060176685,,A,L'ETERNEL'LE,,96.02A,38 AVENUE DE LA REPUBLIQUE 33120 ARCACHON
