siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
430481366,43048136600036,,DAI PHAT,56.10C,,4,,,,PLACE,DES TILLEULS,24460,NEGRONDES,,,24308,,,,,243081040_B,533254.77,6474045.92,,A,,,56.10C,4 PLACE DES TILLEULS 24460 NEGRONDES
431472273,43147227300025,,,56.10C,,,,,,,BOIS DES FILLES,24500,ST AUBIN DE CADELECH,,,24373,,,,,24373B011_C,,,,A,,,56.10C, BOIS DES FILLES 24500 ST AUBIN DE CADELECH
432383529,43238352900026,,,56.10C,,1,,,,RUE,LOUIS BOURDEILH,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,,24356,,,,,243560016_B,540974.5398777496,6440342.576289511,,A,AU GOUYAT,,56.10C,1 RUE LOUIS BOURDEILH 24580 ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
434989075,43498907500032,,,56.10C,,15,,,,RUE,PAUL BERT,24000,PERIGUEUX,,,24322,,,,,243222930_B,519905.5239123154,6456122.793018535,,A,,,56.10C,15 RUE PAUL BERT 24000 PERIGUEUX
435086368,43508636800030,,,56.10C,SENCENAC PUY DE FOURCHES,,,,,,LE TABOURY,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,GRANDON,56.10C,SENCENAC PUY DE FOURCHES  LE TABOURY 24310 BRANTOME EN PERIGORD
435086368,43508636800048,,,56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BRANTOME EN PERIGORD,,[ND],24064,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, BRANTOME EN PERIGORD
438233058,43823305800066,,,56.10C,,22,,,,COURS,SAINT GEORGES,24000,PERIGUEUX,,,24322,,,,,243223580_B,521438.83273425174,6455872.67223347,,A,,ROYAL FOOD,56.10C,22 COURS SAINT GEORGES 24000 PERIGUEUX
438332389,43833238900032,,,56.10C,,15,,,,RUE,DE JUILLET,24290,MONTIGNAC-LASCAUX,,,24291,,,,,242910180_B,555339.7580227732,6442498.233375481,,A,,,56.10C,15 RUE DE JUILLET 24290 MONTIGNAC-LASCAUX
438721474,43872147400023,COMITE DES FETES,,56.10C,PARC DE LOISIRS,,,,,RUE,DE CHANDOS,24700,MONTPON-MENESTEROL,,,24294,,,,,242940080_B,476852.4579729239,6438644.271088461,,A,,,56.10C,PARC DE LOISIRS  RUE DE CHANDOS 24700 MONTPON-MENESTEROL
439381930,43938193000023,PRAPOL,,56.10C,PARKING INTERMARCHE,484,,,,ZONE,D'ACTIVITE ALBUGA PERIGORD,24260,LE BUGUE,,,24067,,,,,24067mmdo_B,536242.01,6426156.83,,A,LE KIOSQUE A PIZZA,LE KIOSQUE A PIZZA,56.10C,PARKING INTERMARCHE 484 ZONE D'ACTIVITE ALBUGA PERIGORD 24260 LE BUGUE
439893132,43989313200027,HEDEN,MC DONALD'S,56.10C,,113,,,,RTE,DE BORDEAUX,33220,PORT-SAINTE-FOY-ET-PONCHAPT,,,24335,,,,,,,,,A,,,56.10C,113 RTE DE BORDEAUX 33220 PORT-SAINTE-FOY-ET-PONCHAPT
440400612,44040061200030,,,56.10C,,17,,,,AVENUE,JEAN MOULIN,24700,MONTPON-MENESTEROL,,,24294,,,,,242940268_B,476670.6731519795,6438464.534327522,,A,,,56.10C,17 AVENUE JEAN MOULIN 24700 MONTPON-MENESTEROL
440444669,44044466900020,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CENAC ET SAINT JULIEN,,[ND],24091,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, CENAC ET SAINT JULIEN
440790400,44079040000020,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTAGNAC-LA-CREMPSE,,[ND],24285,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, MONTAGNAC-LA-CREMPSE
441209053,44120905300012,SUCRE GLACE,SUCRE GLACE,56.10C,,2,,,,RUE,DE LA MISERICORDE,24000,PERIGUEUX,,,24322,,,,,243222730_B,521118.17855321075,6456500.10967157,,A,,,56.10C,2 RUE DE LA MISERICORDE 24000 PERIGUEUX
441209053,44120905300020,SUCRE GLACE,SUCRE GLACE,56.10C,,13,,,,RUE,DES CHAINES,24000,PERIGUEUX,,,24322,,,,,243220880_B,521015.250979871,6456500.191852918,,A,SUCRE GLACE II,SUCRE GLACE,56.10C,13 RUE DES CHAINES 24000 PERIGUEUX
441268067,44126806700010,,,56.10C,RESTAUR LANDES GASCOGNE,,,,,,AERODROME DE FOUGUEYROLLES,33220,FOUGUEYROLLES,,,24189,,,,,,,,,A,,,56.10C,RESTAUR LANDES GASCOGNE  AERODROME DE FOUGUEYROLLES 33220 FOUGUEYROLLES
441301975,44130197500054,,,10.89Z,,,,,,,GRANDE RUE,24310,BOURDEILLES,,,24055,,,,,,,,,A,,LA FABRIQUE,56.10C, GRANDE RUE 24310 BOURDEILLES
441409638,44140963800026,,PIZZERIA LE ST APRE,56.10C,,23,B,,,,ARNAULT DANIEL,24350,TOCANE-SAINT-APRE,,,24553,,,,,,,,,A,PIZZERIA LE ST APRE,,56.10C,"23, B ARNAULT DANIEL 24350 TOCANE-SAINT-APRE"
441492915,44149291500042,,,56.10C,,,,,,LD,COMBES DE LA PAGE,24250,BOUZIC,,,24063,,,,,,,,,A,,,56.10C, LD COMBES DE LA PAGE 24250 BOUZIC
442647491,44264749100012,JARDIN DES THES,,56.10C,,9,,,,PL,DE LA HALLE,24400,MUSSIDAN,,,24299,,,,,,,,,A,,,56.10C,9 PL DE LA HALLE 24400 MUSSIDAN
442934600,44293460000036,,,90.03B,,13,,,,BD,COLIGNY,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,LES ONDINES,,56.10C,13 BD COLIGNY 24310 BRANTOME EN PERIGORD
443004932,44300493200028,,MOULIN DES PEZAUDS,01.21Z,,,,,,,LD LES PEZAUDS,24240,MONBAZILLAC,,,24274,,,,,,,,,A,,,56.10C, LD LES PEZAUDS 24240 MONBAZILLAC
443289566,44328956600046,FIRMIN,,56.10C,,2,,,,RUE,TALLEYRAND PERIGORD,24000,PERIGUEUX,,,24322,,,,,243223970_B,521518.0223467194,6455850.170699195,,A,FIRMIN,,56.10C,2 RUE TALLEYRAND PERIGORD 24000 PERIGUEUX
443698709,44369870900013,,SELF SERVICE,56.10C,,37,,,,RUE,LIMOGEANNE,24000,PERIGUEUX,,,24322,,,,,243222400_B,521117.57346613996,6456634.343099223,,A,,,56.10C,37 RUE LIMOGEANNE 24000 PERIGUEUX
444411318,44441131800041,,,56.10C,GOURNAUD,3957,,,,ROUTE,DES DAGUETS,24700,SAINT-BARTHELEMY-DE-BELLEGARDE,,,24380,,,,,243800260_B,479167.75610692275,6447111.546547212,,A,,,56.10C,GOURNAUD 3957 ROUTE DES DAGUETS 24700 SAINT-BARTHELEMY-DE-BELLEGARDE
444585962,44458596200061,VITIX,,56.10C,,,,,,AVENUE,DES CHARENTES,24490,LA ROCHE-CHALAIS,,,24354,,,,,243540761_B,464934.21,6455203.76,,A,PIZZA BINGO,,56.10C, AVENUE DES CHARENTES 24490 LA ROCHE-CHALAIS
444875751,44487575100026,,,56.10C,,,,,,PL,LOUIS DE LA BARDONNIE,24100,BERGERAC,,,24037,,,,,240372704_C,,,,A,RESTAURANT DE L'ATLANTIQUE,,56.10C, PL LOUIS DE LA BARDONNIE 24100 BERGERAC
445302540,44530254000098,PATISA,,56.10A,,34,,,,AVENUE,DE LA PREHISTOIRE,24620,LES EYZIES,,,24172,,,,,241720115_B,543224.7,6428391.55,,A,,1000 ET 1 SANDWICHS,56.10C,34 AVENUE DE LA PREHISTOIRE 24620 LES EYZIES
447503566,44750356600039,,,56.10C,MOULIN DE BOURGEADE,439,,,,IMPASSE,DU MOULIN,24600,BOURG-DU-BOST,,,24058,,,,,240580480_B,486330.6507177395,6466860.008218433,,A,,,56.10C,MOULIN DE BOURGEADE 439 IMPASSE DU MOULIN 24600 BOURG-DU-BOST
447640038,44764003800058,,,56.10C,,67,,,,RUE,DE PARIS,24260,LE BUGUE,,,24067,,,,,240670135_B,536463.049765197,6426836.209680896,,A,K-BARA,K-BARA,56.10C,67 RUE DE PARIS 24260 LE BUGUE
447667403,44766740300037,,,56.10C,,30,,,,RUE,DE LA RIVIERE,24000,PERIGUEUX,,,24322,,,,,243223440_B,521589.7,6456448.63,,A,,,56.10C,30 RUE DE LA RIVIERE 24000 PERIGUEUX
447938713,44793871300040,,,56.10C,,,,,,,LE BOURG EST,24150,SAINT-CAPRAISE-DE-LALINDE,,,24382,,,,,24382B005_B,514609.7742314222,6418638.0172702735,,A,,,56.10C, LE BOURG EST 24150 SAINT-CAPRAISE-DE-LALINDE
448284620,44828462000029,,,56.10C,,11,,,,RUE,SALINE,24100,BERGERAC,,,24037,,,,,240374365_B,500930.73742152815,6419605.487269506,,A,,,56.10C,11 RUE SALINE 24100 BERGERAC
448305086,44830508600010,LE CAPEYROU,LE CAPEYROU,56.10C,,,,,,,LE CAPEYROU,24220,BEYNAC-ET-CAZENAC,,,24040,,,,,24040B011_C,,,,A,,,56.10C, LE CAPEYROU 24220 BEYNAC-ET-CAZENAC
448546440,44854644000026,,,56.10C,,,,,,LD,LE GUE DE L EPERON,24350,CREYSSAC,,,24144,,,,,,,,,A,LE CABANON,,56.10C, LD LE GUE DE L EPERON 24350 CREYSSAC
449051200,44905120000045,,MAD COIFFURE,56.10C,,1301,,,,RUE,HENRI DE NAVARRE,24130,LE FLEIX,,,24182,,,,,241820100_B,483566.48,6423252.26,,A,,EI - BOYER - SAVEURS DES ILES 974,56.10C,1301 RUE HENRI DE NAVARRE 24130 LE FLEIX
449154129,44915412900034,,,56.10C,,,,,,,LE BOURG,24140,SAINT-GEORGES-DE-MONTCLARD,,,24414,,,,,,,,,A,,,56.10C, LE BOURG 24140 SAINT-GEORGES-DE-MONTCLARD
449240142,44924014200033,,,56.10C,,,,,,,LIEU DIT RUISSEAU DEYMOND,24400,SOURZAC,,,24543,,,,,,,,,A,,LES FRERES DEUB'S,56.10C, LIEU DIT RUISSEAU DEYMOND 24400 SOURZAC
449283266,44928326600038,,,56.10C,,7,,,,RUE,DE L'ENGIN,24500,EYMET,,,24167,,,,,241670045_B,493682.52,6399875.19,,A,PACIFICO,OFF-ROAD WINE TOURS,56.10C,7 RUE DE L'ENGIN 24500 EYMET
449531391,44953139101164,SUSHI SHOP RESTAURATION,GO SUSHI,56.10C,E. LECLERC TRELISSAC RTE DE LIMOGES,,,,,,LA FEUILLERAIE,24750,TRELISSAC,,,24557,,,,,24557B106_C,,,,A,SUSHI SHOP,SUSHI SHOP,56.10C,E. LECLERC TRELISSAC RTE DE LIMOGES  LA FEUILLERAIE 24750 TRELISSAC
449691526,44969152600031,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VAL DE LOUYRE ET CAUDEAU,,[ND],24362,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, VAL DE LOUYRE ET CAUDEAU
449802289,44980228900032,,,56.10C,,,,,,,LA PLANETTE,24260,LE BUGUE,,,24067,,,,,24067B174_C,,,,A,,EI - LEVERD JONATHAN - LA BOUCHE RIT,56.10C, LA PLANETTE 24260 LE BUGUE
449924497,44992449700018,,AMAL,56.10C,,10,,,,RUE,DE LA BOETIE,24100,BERGERAC,,,24037,,,,,240370560_B,501135.68617341993,6420593.195361877,,A,,,56.10C,10 RUE DE LA BOETIE 24100 BERGERAC
450335088,45033508800032,,,56.10C,NOJALS ET CLOTTE,,,,,,LE BOURG,24440,BEAUMONTOIS EN PERIGORD,,,24028,,,,,,,,,A,,,56.10C,NOJALS ET CLOTTE  LE BOURG 24440 BEAUMONTOIS EN PERIGORD
450366505,45036650500011,ORALI,,56.10C,RN 89,,,,,,LES FAURIES,24120,TERRASSON LAVILLEDIEU,,,24547,,,,,24547B117_C,,,,A,,,56.10C,RN 89  LES FAURIES 24120 TERRASSON LAVILLEDIEU
450709290,45070929000057,,,47.89Z,,35,,,,GRANDE RUE,RUE,24380,VERGT,,,24571,,,,,245710069_B,520159.4667582676,6438939.051523976,,A,,VERGT BURGER,56.10C,35 GRANDE RUE RUE 24380 VERGT
451176275,45117627500035,,,46.19B,,7,,,,RUE,NOUVELLE DES QUAIS,24000,PERIGUEUX,,,24322,,,,,243222870_B,521130.70661209617,6455967.5504516885,,A,,FOU 2 CREPES,56.10C,7 RUE NOUVELLE DES QUAIS 24000 PERIGUEUX
452460835,45246083500013,RESTAURANT MARMARA,,56.10C,,28,,,,COURS,MICHEL DE MONTAIGNE,24000,PERIGUEUX,,,24322,,,,,243222670_B,521046.7023801101,6456642.499442301,,A,,,56.10C,28 COURS MICHEL DE MONTAIGNE 24000 PERIGUEUX
452648710,45264871000039,,,56.10C,LES MASSERIES OUEST,19,,,,RUE,DES FORGERONS,24130,SAINT-PIERRE-D'EYRAUD,,,24487,,,,,244870220_B,487619.93,6421942.91,,A,,LA ROTISSERIE DE TITI,56.10C,LES MASSERIES OUEST 19 RUE DES FORGERONS 24130 SAINT-PIERRE-D'EYRAUD
452787625,45278762500048,,,56.10C,,1,,,,ROUTE,DES MAUPAS,24380,VERGT,,,24571,,,,,245710111_B,519998.8078738975,6438599.035960611,,A,JORGE DOS LEITOES,,56.10C,1 ROUTE DES MAUPAS 24380 VERGT
452924574,45292457400018,,BAR DE LA POSTE,56.10C,,2,,,,PLACE,FERNAND ROYER,24450,LA COQUILLE,,,24133,,,,,241330047_B,542210.1767286367,6495622.281092686,,A,,,56.10C,2 PLACE FERNAND ROYER 24450 LA COQUILLE
477904759,47790475900024,,,56.10C,,14,,,,RUE,MAX BAREL,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,BIG MAMA,56.10C,14 RUE MAX BAREL 24330 BOULAZAC ISLE MANOIRE
478323090,47832309000041,,,56.10C,,898,,,,COTE,DE LA COMBE DE LA PAGE,24250,BOUZIC,,,24063,,,,,240630160_B,559427.1366924295,6405409.815146785,,A,LA CREPERIE D'ANGELIQUE,,56.10C,898 COTE DE LA COMBE DE LA PAGE 24250 BOUZIC
478377088,47837708800024,,SUPERETTE VIVAL,47.11B,,,,,,CITE,DE CLAIRVIVRE,24160,SALAGNAC,,,24515,,,,,,,,,A,,,56.10C, CITE DE CLAIRVIVRE 24160 SALAGNAC
478561889,47856188900021,,,56.10C,,,,,,,LE PECH DU MONT,24370,SAINT-JULIEN-DE-LAMPON,,,24432,,,,,,,,,A,,,56.10C, LE PECH DU MONT 24370 SAINT-JULIEN-DE-LAMPON
478793243,47879324300013,,,56.10C,LE PETIT CLAIRAT,2,,,,RUE,JEAN GIONO,24100,BERGERAC,,,24037,,,,,240372398_B,500161.66820338846,6418479.69655876,,A,,,56.10C,LE PETIT CLAIRAT 2 RUE JEAN GIONO 24100 BERGERAC
478941131,47894113100029,,,56.10C,,14,,,,ALLEE,BEAU RIVAGE,24100,BERGERAC,,,24037,,,,,240370370_B,502094.99216219573,6418876.225991735,,A,,LES PETITS FOURS D'HELENE,56.10C,14 ALLEE BEAU RIVAGE 24100 BERGERAC
479257321,47925732100030,,,56.10C,,2,,,,RUE,DE LA LIBERTE,24750,TRELISSAC,,,24557,,,,,245570157_B,525444.1625024024,6458838.509367907,,A,,LA CABANE DU CHAT,56.10C,2 RUE DE LA LIBERTE 24750 TRELISSAC
479871030,47987103000017,SARL CHEPAOU,,56.10C,,,,,,PL,DE L ANCIEN TEMPLE,24240,SIGOULES-ET-FLAUGEAC,,,24534,,,,,,,,,A,,,56.10C, PL DE L ANCIEN TEMPLE 24240 SIGOULES-ET-FLAUGEAC
480027689,48002768900045,,,56.10C,,,,,,,GOUNAUD,24700,ST BARTHELEMY BELLEGARDE,,,24380,,,,,24380B394_C,,,,A,,,56.10C, GOUNAUD 24700 ST BARTHELEMY BELLEGARDE
480036953,48003695300028,,,56.10C,,53,,,,RUE,RODOLPHE BRUZAC,24100,BERGERAC,,,24037,,,,,240374030_B,502520.167407627,6420408.173414469,,A,,AU DELICE DE LA CREPE ET GAUFFRE,56.10C,53 RUE RODOLPHE BRUZAC 24100 BERGERAC
480795194,48079519400038,,,56.10C,,,,,,RUE,DES BASQUES,24360,VARAIGNES,,,24565,,,,,245650010_B,507500.77959841164,6502886.663972174,,A,,LES TERRES D ARRAKEEN,56.10C, RUE DES BASQUES 24360 VARAIGNES
481110419,48111041900035,,,56.10C,BATIMENT C PORTE 30,175,,,,ROUTE,DE BORIE PETIT,24000,PERIGUEUX,,,24322,,,,,243220701_B,520610.1886360507,6458787.572885241,,A,LE POULET D ELTOFO,LE POULET D ELTOFO,56.10C,BATIMENT C PORTE 30 175 ROUTE DE BORIE PETIT 24000 PERIGUEUX
481255032,48125503200015,AU P'TIT CREUX,,56.10C,BOUTIQUE N 4 CENT CIAL CHA,,,,,,LA CROIX ROUGE,24200,SARLAT-LA-CANEDA,,,24520,,,,,24520B077_C,,,,A,,,56.10C,BOUTIQUE N 4 CENT CIAL CHA  LA CROIX ROUGE 24200 SARLAT-LA-CANEDA
481473965,48147396500012,SARL CARDAMONE,LE BELVEDERE,56.10C,,,,,,,LE BELVEDERE,24250,DOMME,,,24152,,,,,,,,,A,,,56.10C, LE BELVEDERE 24250 DOMME
481585537,48158553700170,,,56.10C,CAMPING LE MOULIN DU ROCH,,,,,ROUTE,DES EYZIES,24200,SAINT-ANDRE-D'ALLAS,,,24366,,,,,243660190_B,551273.1,6424993.37,,A,LE MOULIN,LE MOULIN,56.10C,CAMPING LE MOULIN DU ROCH  ROUTE DES EYZIES 24200 SAINT-ANDRE-D'ALLAS
481986651,48198665100018,MILANO PIZZAS,,56.10C,LE THOU,,,,,ROUTE,DES BRANDEAUX,24430,COURSAC,,,24139,,,,,241390117_B,514423.0383283922,6452150.081763503,,A,,,56.10C,LE THOU  ROUTE DES BRANDEAUX 24430 COURSAC
482106853,48210685300039,,,56.10C,PORTE 9,35,,,,RUE,JULES FERRY,24110,SAINT-ASTIER,,,24372,,,,,,,,,A,EI DIALLO,,56.10C,PORTE 9 35 RUE JULES FERRY 24110 SAINT-ASTIER
482303237,48230323700036,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTAGRIER,,[ND],24286,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, MONTAGRIER
482460904,48246090400014,,RESTAURANT KEBAP AU COIN DU PONT NE,56.10C,,2,,,,RUE,RASTIGNAC,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470521_B,566583.9910902964,6449018.294756105,,A,,,56.10C,2 RUE RASTIGNAC 24120 TERRASSON-LAVILLEDIEU
482573862,48257386200059,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SARLAT-LA-CANEDA,,[ND],24520,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, SARLAT-LA-CANEDA
482684693,48268469300047,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE BUISSON-DE-CADOUIN,,[ND],24068,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, LE BUISSON-DE-CADOUIN
482715380,48271538000077,,,56.10C,,,,,,RTE,DE MONPAZIER,24170,PAYS DE BELVES,,,24035,,,,,,,,,A,MA N' PA SNACK ET GRIL,MA N' PA,56.10C, RTE DE MONPAZIER 24170 PAYS DE BELVES
483199600,48319960000071,,,56.10C,CAMPING VAL D'USSEL,585,,,,ROUTE,DES CHAMBRILS,24200,PROISSANS,,,24341,,,,,243410340_B,560695.86,6427935.78,,A,,OTC FOOD,56.10C,CAMPING VAL D'USSEL 585 ROUTE DES CHAMBRILS 24200 PROISSANS
483298196,48329819600039,,,56.10C,,34,,,,ROUTE,DU MONUMENT TALBOT,24230,LAMOTHE-MONTRAVEL,,,24226,,,,,242260194_B,462388.8,6421177.95,,A,,LA CHARRETTE CRUNCHY,56.10C,34 ROUTE DU MONUMENT TALBOT 24230 LAMOTHE-MONTRAVEL
483593000,48359300000027,HOLIER SARL,LA SALSA,56.10C,,6,,,,AVENUE,JEAN MOULIN,24700,MONTPON-MENESTEROL,,,24294,,,,,242940268_B,476633.41931239597,6438465.539244694,,A,LA SALSA,,56.10C,6 AVENUE JEAN MOULIN 24700 MONTPON-MENESTEROL
483770731,48377073100048,,,56.10C,,566,,,,IMPASSE,DE MALECOURSE,24250,BOUZIC,,,24063,,,,,240630580_B,560352.04,6404328.5,,A,,LES VAGABONS GOURMANDS,56.10C,566 IMPASSE DE MALECOURSE 24250 BOUZIC
484871959,48487195900025,LA SARLADAISE DE BRASSERIE,,56.10C,,,,,,,LA MERELIE SUD,24590,SAINT-GENIES,,,24412,,,,,24412B153_C,,,,A,,,56.10C, LA MERELIE SUD 24590 SAINT-GENIES
485352801,48535280100032,,,56.10C,LA PAILLOLE,,,,,RUE,CASTELVIEL,24170,SAINT-POMPON,,,24488,,,,,,,,,A,EI MAREN REBEKAH,CRAZY DIAMOND FOOD TRUCK - HITCHED IN FRANCE,56.10C,LA PAILLOLE  RUE CASTELVIEL 24170 SAINT-POMPON
487942716,48794271600027,SAS LE REX,CINEMA REX,59.14Z,,17,,,,RUE,DE CAHORS,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200327_B,559189.25,6422328.87,,A,,,56.10C,17 RUE DE CAHORS 24200 SARLAT-LA-CANEDA
488369083,48836908300024,NETT 24,,56.10C,,,,,,,LE CASTANET,24620,TAMNIES,,,24544,,,,,,,,,A,,,56.10C, LE CASTANET 24620 TAMNIES
489363689,48936368900022,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CASTELNAUD-LA-CHAPELLE,,[ND],24086,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, CASTELNAUD-LA-CHAPELLE
489487835,48948783500014,,,56.10C,,4,,,,RUE,ARISTIDE BRIAND,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470101_B,566605.9146891623,6449266.324730801,,A,L' EURASIE 24,,56.10C,4 RUE ARISTIDE BRIAND 24120 TERRASSON-LAVILLEDIEU
489543629,48954362900047,,LE VIEUX FOUR,56.10C,,,,,,,LE MASAUPIN,24390,BOISSEUILH,,,24046,,,,,24046B034_C,,,,A,LE VIEUX FOUR,LE VIEUX FOUR,56.10C, LE MASAUPIN 24390 BOISSEUILH
489770131,48977013100014,LE CORNET AMERICAIN,,56.10C,,,,,,,ZA DE BLANZAC,24130,PRIGONRIEUX,,,24340,,,,,,,,,A,,,56.10C, ZA DE BLANZAC 24130 PRIGONRIEUX
489992453,48999245300048,,PIZZAS BIG GOOD,56.10C,ROUFFILLAC,101,,,,ROUTE,DE LA DORDOGNE,24370,CARLUX,,,24081,,,,,240810410_B,570290.8242374553,6420043.977479694,,A,,PIZZAS BIG GOOD,56.10C,ROUFFILLAC 101 ROUTE DE LA DORDOGNE 24370 CARLUX
489994855,48999485500018,HAPPY ICE,,56.10C,,62,,,,RUE,DE LA REPUBLIQUE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202100_B,559177.5111319291,6422543.444156487,,A,,,56.10C,62 RUE DE LA REPUBLIQUE 24200 SARLAT-LA-CANEDA
490171030,49017103000029,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],AURIAC-DU-PERIGORD,,[ND],24018,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, AURIAC-DU-PERIGORD
490243649,49024364900046,,,56.10C,LD LA LIDOIRE,668,,,,CHEMIN,DES SABLIERES,24610,MONTPEYROUX,,,24292,,,,,242920900_B,470006.34384571656,6427277.319622879,,A,,LE PADRE,56.10C,LD LA LIDOIRE 668 CHEMIN DES SABLIERES 24610 MONTPEYROUX
490668282,49066828200042,,,56.10C,LOGEMENT 17,17,,,,RUE,WINSTON CHURCHILL,24700,MONTPON-MENESTEROL,,,24294,,,,,242940396_B,476002.3383303741,6438555.593292852,,A,,,56.10C,LOGEMENT 17 17 RUE WINSTON CHURCHILL 24700 MONTPON-MENESTEROL
490682002,49068200200038,,LA PIZZA DU JEFF,56.10C,,,,,,,LE PONTIS,24320,VERTEILLAC,,,24573,,,,,24573B084_C,,,,A,,LA PIZZA DU JEFF,56.10C, LE PONTIS 24320 VERTEILLAC
490862406,49086240600033,,,56.10C,,10,,,,ROUTE,DU GUEL,24130,PRIGONRIEUX,,,24340,,,,,243400066_B,496769.9710297701,6420177.213616138,,A,MA CARAVANE GOURMANDE,LES SALES SUCRES DE CRICRI,56.10C,10 ROUTE DU GUEL 24130 PRIGONRIEUX
490906880,49090688000052,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PAYS DE BELVES,,[ND],24035,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, PAYS DE BELVES
490906880,49090688000060,[ND],[ND],56.10C,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE BUISSON-DE-CADOUIN,,[ND],24068,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],56.10C, LE BUISSON-DE-CADOUIN
491080115,49108011500018,,MURPHY'S LAKE,56.10C,,,,,,,LE BOURG,24410,ECHOURGNAC,,,24159,,,,,24159B013_C,,,,A,MURPHY LAKE,,56.10C, LE BOURG 24410 ECHOURGNAC
491080206,49108020600015,SOCIETE DE FAIT MURPHY - PIPE,,56.10C,,,,,,,LE BOURG,24410,ECHOURGNAC,,,24159,,,,,24159B013_C,,,,A,MURPHY'S LAKE,,56.10C, LE BOURG 24410 ECHOURGNAC
491086112,49108611200019,,MURPHY'S LAKE,56.10C,,,,,,,LE BOURG,24410,ECHOURGNAC,,,24159,,,,,24159B013_C,,,,A,MURPHY'S LAKE,,56.10C, LE BOURG 24410 ECHOURGNAC
491196820,49119682000014,LE FOOD AND CO,,56.10C,,46,,,,RUE,DE LA REPUBLIQUE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202100_B,559166.0154241091,6422600.918796475,,A,,,56.10C,46 RUE DE LA REPUBLIQUE 24200 SARLAT-LA-CANEDA
491418380,49141838000011,SNC BEYSSEY-TILLOS,,56.10C,,44,,,,RUE,JACQUES MANCHOTTE,24170,PAYS DE BELVES,,,24035,,,,,,,,,A,LE CAFE DE PARIS,,56.10C,44 RUE JACQUES MANCHOTTE 24170 PAYS DE BELVES
491982146,49198214600012,CHRISTINE GARCIN,,56.10C,,38,,,,RUE,TAILLEFER,24000,PERIGUEUX,,,24322,,,,,243223960_B,521042.54222970584,6456373.187526681,,A,SAND 'TRICHERIE,,56.10C,38 RUE TAILLEFER 24000 PERIGUEUX
492301759,49230175900030,,,56.10C,,11,,,,AVENUE,DE LA PREHISTOIRE,24620,LES EYZIES,,,24172,,,,,241720115_B,543287.42,6428259.21,,A,ALOEY,ALOEY,56.10C,11 AVENUE DE LA PREHISTOIRE 24620 LES EYZIES
