siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
304222805,30422280500083,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYRAUD-CREMPSE-MAURENS,,[ND],24259,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, EYRAUD-CREMPSE-MAURENS
304467913,30446791300030,,,96.02A,,20,,,,RUE,SUZANNE LACORRE,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241381525_B,517949.14336887305,6453335.792292359,,A,,,96.02A,20 RUE SUZANNE LACORRE 24660 COULOUNIEIX-CHAMIERS
304589153,30458915300051,,,96.02A,,8,,,,,PORT DE COUZE,24150,LALINDE,,,24223,,,,,,,,,A,,,96.02A,8 PORT DE COUZE 24150 LALINDE
306322959,30632295900033,,,96.02A,,35,,,,RUE,DE LA TOUR,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280231_B,519864.4638459781,6505311.989191292,,A,,SUZETTE COIFFURE,96.02A,35 RUE DE LA TOUR 24360 PIEGUT-PLUVIERS
311534663,31153466300019,,,96.02A,,31,,,,RUE,NEUVE D'ARGENSON,24100,BERGERAC,,,24037,,,,,240373240_B,501313.71543799905,6420013.55310574,,A,,,96.02A,31 RUE NEUVE D'ARGENSON 24100 BERGERAC
313655961,31365596100032,,,96.02A,,,,,,,LA LEGUE,24360,PIEGUT-PLUVIERS,,,24328,,,,,24328B027_C,,,,A,,,96.02A, LA LEGUE 24360 PIEGUT-PLUVIERS
314027616,31402761600015,,,96.02A,,19,,,,RUE,DU LOUP,24500,EYMET,,,24167,,,,,241670090_B,493751.706295597,6399842.460823795,,A,,,96.02A,19 RUE DU LOUP 24500 EYMET
317937209,31793720900011,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BEAUMONTOIS EN PERIGORD,,[ND],24028,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, BEAUMONTOIS EN PERIGORD
319252367,31925236700119,SOCIETE FRANCAISE DE COIFFURE,,96.02A,PASSAGE STE CECILE,7,,,,RUE,ANDRE SAIGNE,24000,PERIGUEUX,,,24322,,,,,243220220_B,520927.97015598766,6456419.049636844,,A,LAZARTIGUE,,96.02A,PASSAGE STE CECILE 7 RUE ANDRE SAIGNE 24000 PERIGUEUX
323237420,32323742000043,,,96.02A,PL DES PATRIOTES MARTYRS,14,,,,PLACE,DES MARTYRS,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245474gy8_B,566584.8051529736,6449165.911659064,,A,,,96.02A,PL DES PATRIOTES MARTYRS 14 PLACE DES MARTYRS 24120 TERRASSON-LAVILLEDIEU
323237420,32323742000050,,,96.02A,,12,,,,PLACE,DES MARTYRS,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245474gy8_B,566585.5052265847,6449161.897484763,,A,,,96.02A,12 PLACE DES MARTYRS 24120 TERRASSON-LAVILLEDIEU
325043511,32504351100014,,,96.02A,,30,,,,RUE,COULEAU,24600,RIBERAC,,,24352,,,,,243520280_B,491280.38271095767,6464253.878872849,,A,,,96.02A,30 RUE COULEAU 24600 RIBERAC
325233625,32523362500053,,,96.02A,,21,,,,CHEMIN,DE NAUVIALLE,24300,AUGIGNAC,,,24016,,,,,240160066_B,521125.97365438665,6501864.429785031,,A,,,96.02A,21 CHEMIN DE NAUVIALLE 24300 AUGIGNAC
330191479,33019147900048,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LAMONZIE-SAINT-MARTIN,,[ND],24225,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, LAMONZIE-SAINT-MARTIN
330331604,33033160400034,,,96.02A,,,,,,,SALVIMONT,24550,CAMPAGNAC-LES-QUERCY,,,24075,,,,,24075B089_C,,,,A,,,96.02A, SALVIMONT 24550 CAMPAGNAC-LES-QUERCY
330806415,33080641500031,,,96.02A,,,,,,,FERAILLOU,24320,BOURG-DES-MAISONS,,,24057,,,,,24057B014_C,,,,A,,,96.02A, FERAILLOU 24320 BOURG-DES-MAISONS
331482216,33148221600016,,,96.02A,,14,,,,BOULEVARD,GEORGES SAUMANDE,24000,PERIGUEUX,,,24322,,,,,243221780_B,521284.2202805511,6456383.548082408,,A,,,96.02A,14 BOULEVARD GEORGES SAUMANDE 24000 PERIGUEUX
332028539,33202853900028,,NATHALIE COIFFURE,96.02A,,,,,,,LE BOURG,24300,JAVERLHAC-LA-CHAPELLE-ST-ROBERT,,,24214,,,,,,,,,A,,,96.02A, LE BOURG 24300 JAVERLHAC-LA-CHAPELLE-ST-ROBERT
332142033,33214203300015,,,96.02A,,,,,,,LE BOURG,24130,LE FLEIX,,,24182,,,,,,,,,A,,,96.02A, LE BOURG 24130 LE FLEIX
332365790,33236579000010,,,96.02A,,,,,,,LE BOURG,24360,BUSSEROLLES,,,24070,,,,,,,,,A,,,96.02A, LE BOURG 24360 BUSSEROLLES
332457829,33245782900023,,,96.02A,,,,,,,MONMOREAU,24610,ST-MEARD-DE-GURCON,,,24461,,,,,24461B085_C,,,,A,,,96.02A, MONMOREAU 24610 ST-MEARD-DE-GURCON
333725315,33372531500027,,,96.02A,,,,,,,VIGNE FERMEE,24290,AUBAS,,,24014,,,,,24014B128_C,,,,A,,,96.02A, VIGNE FERMEE 24290 AUBAS
334275005,33427500500026,,NA TIF',96.02A,,113,,,,RTE,DE COUTRAS,24700,MONTPON-MENESTEROL,,,24294,,,,,,,,,A,,,96.02A,113 RTE DE COUTRAS 24700 MONTPON-MENESTEROL
334418555,33441855500028,,,96.02A,SAINT AGNAN BAS,112,,,,RUE,DU 19 MARS 1962,24390,HAUTEFORT,,,24210,,,,,242100016_B,553388.9194177542,6464571.028229903,,A,,LE BON COUP DE RAZOIR,96.02A,SAINT AGNAN BAS 112 RUE DU 19 MARS 1962 24390 HAUTEFORT
338338627,33833862700023,,,96.02A,,426,,,,RUE,DE LA FAURE,24260,LE BUGUE,,,24067,,,,,240670055_B,536946.0530951918,6426102.916365864,,A,,CATHY COIFFURE,96.02A,426 RUE DE LA FAURE 24260 LE BUGUE
338564537,33856453700011,,COIFFURE LAURENCE,96.02A,,,,,,,GRAND RUE,24580,ROUFFIGNAC-ST-CERNIN-DE-REILHAC,,,24356,,,,,,,,,A,,,96.02A, GRAND RUE 24580 ROUFFIGNAC-ST-CERNIN-DE-REILHAC
341340636,34134063600024,,,96.02A,,7,,,,RUE,DU 20 AOUT 1944,24110,SAINT-ASTIER,,,24372,,,,,243720430_B,505846.3191558217,6452718.044839078,,A,,CLAUDE COIFFURE,96.02A,7 RUE DU 20 AOUT 1944 24110 SAINT-ASTIER
342489366,34248936600043,,,96.02A,,,,,,,LACAUD,24450,MIALLET,,,24269,,,,,24269B103_C,,,,A,,,96.02A, LACAUD 24450 MIALLET
342708542,34270854200010,,,96.02A,,,,,,,LES ARGILOUX,24350,MENSIGNAC,,,24266,,,,,24266B002_C,,,,A,,,96.02A, LES ARGILOUX 24350 MENSIGNAC
343311189,34331118900025,,,96.02A,,5,,,,RUE,DE LA GARE,24270,LANOUAILLE,,,24227,,,,,242270080_B,554504.9679227399,6478574.350717354,,A,,,96.02A,5 RUE DE LA GARE 24270 LANOUAILLE
343679759,34367975900054,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE LARDIN-SAINT-LAZARE,,[ND],24229,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, LE LARDIN-SAINT-LAZARE
344029491,34402949100034,,,96.02A,LES TERRASSES DU SUCHET,5,,,,RUE,VINCENT VAN GOGH,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,96.02A,LES TERRASSES DU SUCHET 5 RUE VINCENT VAN GOGH 24330 BOULAZAC ISLE MANOIRE
344509971,34450997100042,,,96.02A,,1,,,,ROUTE,DE RAVINE,24420,ANTONNE-ET-TRIGONANT,,,24011,,,,,240110168_B,529719.1107363149,6461245.331276233,,A,,,96.02A,1 ROUTE DE RAVINE 24420 ANTONNE-ET-TRIGONANT
348285941,34828594100020,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ASTIER,,[ND],24372,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, SAINT-ASTIER
349055392,34905539200071,,COIFFURE DAVID,96.02A,LES GILETS,,,,,,Z A E PORTE DE LA DORDOGNE,24100,CREYSSE,,,24145,,,,,,,,,A,COIFFURE DAVID,,96.02A,LES GILETS  Z A E PORTE DE LA DORDOGNE 24100 CREYSSE
352112445,35211244500031,,CAPPUCI,96.02A,,20,,,,RUE,DES DEUX PONTS,24000,PERIGUEUX,,,24322,,,,,243221340_C,,,,A,,,96.02A,20 RUE DES DEUX PONTS 24000 PERIGUEUX
352157937,35215793700017,,,96.02A,,13,,,,RUE,VICTOR HUGO,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,96.02A,13 RUE VICTOR HUGO 24310 BRANTOME EN PERIGORD
353069008,35306900800020,,,96.02A,,24,,,,RUE,DE BELZUNCE,24100,BERGERAC,,,24037,,,,,240370460_B,501263.5026678032,6420434.654689579,,A,,,96.02A,24 RUE DE BELZUNCE 24100 BERGERAC
378621700,37862170000012,,AGORA COIFFURE,96.02A,,,,,,RES,ESPACE AGORA,24330,BOULAZAC ISLE MANOIRE,,,24053,,,,,,,,,A,,,96.02A, RES ESPACE AGORA 24330 BOULAZAC ISLE MANOIRE
379470461,37947046100029,,VOG COIFFURE,96.02A,,4,,,,RUE,PRESIDENT WILSON,24000,PERIGUEUX,,,24322,,,,,243223240_B,520780.48558949475,6456495.086244299,,A,L HAIR BIO,L HAIR BIO,96.02A,4 RUE PRESIDENT WILSON 24000 PERIGUEUX
379783335,37978333500027,,,96.02A,,,,,,,LIEU DIT DU TUQUET,24270,SAINT-MESMIN,,,24464,,,,,,,,,A,,CLAIRE COIFFURE,96.02A, LIEU DIT DU TUQUET 24270 SAINT-MESMIN
381382845,38138284500018,FAMOUS,,96.02A,,4,,,,RUE,LIMOGEANNE,24000,PERIGUEUX,,,24322,,,,,243222400_B,521107.977497185,6456492.404413436,,A,,,96.02A,4 RUE LIMOGEANNE 24000 PERIGUEUX
381446129,38144612900029,,COIFFURE MARIE HELENE,96.02A,,60,,,,RUE,DE LA REPUBLIQUE,24450,LA COQUILLE,,,24133,,,,,241330102_B,542141.3146472089,6495655.372600784,,A,,,96.02A,60 RUE DE LA REPUBLIQUE 24450 LA COQUILLE
381745231,38174523100039,,,96.02A,,5,,,,RUE,DU PARC,24400,SAINT-MEDARD-DE-MUSSIDAN,,,24462,,,,,244620026_B,491040.5523972389,6441661.607476318,,A,,,96.02A,5 RUE DU PARC 24400 SAINT-MEDARD-DE-MUSSIDAN
382591030,38259103000012,,ESPACE COIFFURE,96.02A,CROIX ROUGE GALERIE MARCHA,,,,,,LA BRANDE OUEST,24200,SARLAT-LA-CANEDA,,,24520,,,,,24520B039_C,,,,A,,,96.02A,CROIX ROUGE GALERIE MARCHA  LA BRANDE OUEST 24200 SARLAT-LA-CANEDA
383205390,38320539000032,,,96.02A,,,,,,,LES CHAMPS,24110,LEGUILLAC DE L AUCHE,,,24236,,,,,24236B022_C,,,,A,,,96.02A, LES CHAMPS 24110 LEGUILLAC DE L AUCHE
383439585,38343958500019,,,96.02A,,,,,,,LA PEYRADE,24330,BASSILLAC ET AUBEROCHE,,,24026,,,,,,,,,A,,,96.02A, LA PEYRADE 24330 BASSILLAC ET AUBEROCHE
385165378,38516537800063,,,96.02A,LD COUTUREAU,,,,,,CHATEAU,24240,ROUFFIGNAC-DE-SIGOULES,,,24357,,,,,,,,,A,,,96.02A,LD COUTUREAU  CHATEAU 24240 ROUFFIGNAC-DE-SIGOULES
388256000,38825600000026,BERNARD COMBE,,96.02A,,9,,,,RUE,DU MOURIER,24100,BERGERAC,,,24037,,,,,240373200_B,501244.3665540258,6420218.679709453,,A,,,96.02A,9 RUE DU MOURIER 24100 BERGERAC
388330367,38833036700011,,,96.02A,,16,,,,RUE,DE LA TOUR,24800,THIVIERS,,,24551,,,,,24551qqel_B,537336.960492483,6481670.6248794645,,A,,,96.02A,16 RUE DE LA TOUR 24800 THIVIERS
390134815,39013481500021,,CREATION COIFFURE,96.02A,,,,,,,LE BOURG,24700,ST MARTIAL D ARTENSET,,,24449,,,,,24449B150_C,,,,A,,,96.02A, LE BOURG 24700 ST MARTIAL D ARTENSET
390316222,39031622200020,,,96.02A,,,,,,ROUTE,DE JACQUOU LE CROQUANT,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,,24356,,,,,243560013_B,540742.2941799191,6441148.886631007,,A,,,96.02A, ROUTE DE JACQUOU LE CROQUANT 24580 ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
392258968,39225896800032,,CREATIF,96.02A,,5,,,,AV,ANDRE MAUROIS,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,96.02A,5 AV ANDRE MAUROIS 24310 BRANTOME EN PERIGORD
392539730,39253973000011,,VALERIE COIFFURE,96.02A,,20,,,,RUE,NEUVE D'ARGENSON,24100,BERGERAC,,,24037,,,,,240373240_B,501284.5682232247,6419907.578419039,,A,,,96.02A,20 RUE NEUVE D'ARGENSON 24100 BERGERAC
392553616,39255361600021,,,96.02A,,,,,,,LES BACONNETS,24310,BRANTOME EN PERIGORD,,,24064,,,,,,,,,A,,,96.02A, LES BACONNETS 24310 BRANTOME EN PERIGORD
392566089,39256608900034,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ANLHIAC,,[ND],24009,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, ANLHIAC
393472154,39347215400011,,MILLE ET UNE COIFFURES,96.02A,,3,,,,RUE,SERGENT BONNELIE,24000,PERIGUEUX,,,24322,,,,,243223835_B,521411.7143614882,6455929.672935131,,A,,,96.02A,3 RUE SERGENT BONNELIE 24000 PERIGUEUX
397446501,39744650100017,,,96.02A,,,,,,,LE BOURG,24370,SAINT-JULIEN-DE-LAMPON,,,24432,,,,,24432B009_C,,,,A,,,96.02A, LE BOURG 24370 SAINT-JULIEN-DE-LAMPON
398942318,39894231800021,,,96.02A,,,,,,,LES MOLLES,24220,SAINT-CYPRIEN,,,24396,,,,,24396B064_C,,,,A,,,96.02A, LES MOLLES 24220 SAINT-CYPRIEN
399142678,39914267800016,,,96.02A,,,,,,,GRAND RUE,24560,ISSIGEAC,,,24212,,,,,,,,,A,,,96.02A, GRAND RUE 24560 ISSIGEAC
399508571,39950857100029,SARL HAIR STYL COIFFURE,,96.02A,,,,,,PL,DE L EGLISE,24320,VERTEILLAC,,,24573,,,,,,,,,A,HAIR STYL COIFFURE,,96.02A, PL DE L EGLISE 24320 VERTEILLAC
399542281,39954228100015,,,96.02A,,13,,,,RUE,GAMBETTA,24400,MUSSIDAN,,,24299,,,,,,,,,A,,,96.02A,13 RUE GAMBETTA 24400 MUSSIDAN
399557776,39955777600016,,,96.02A,,,,,,RUE,ALBERT CLAVEILLE,24520,MOULEYDIER,,,24296,,,,,242960004_B,509867.31235647155,6420219.590777087,,A,,,96.02A, RUE ALBERT CLAVEILLE 24520 MOULEYDIER
399614452,39961445200031,,,96.02A,,,,,,ROUTE,DE CAYRE LEVA,24170,SIORAC-EN-PERIGORD,,,24538,,,,,245380138_B,540704.1602385894,6414157.923353943,,A,,EVE BO COIFFURE A DOMICILE,96.02A, ROUTE DE CAYRE LEVA 24170 SIORAC-EN-PERIGORD
399743905,39974390500024,,EVOLU'TIFS,96.02A,,1022,,,,ROUTE,DE SAINT GENIES,24510,TREMOLAT,,,24558,,,,,245585340_B,529158.82,6419879.43,,A,,EVOLU'TIFS,96.02A,1022 ROUTE DE SAINT GENIES 24510 TREMOLAT
400017653,40001765300033,,LAURENT COIFFURE,96.02A,,27,,,,AVENUE,VICTOR HUGO,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470281_B,566392.2392685888,6449283.473790156,,A,,LAURENT COIFFURE,96.02A,27 AVENUE VICTOR HUGO 24120 TERRASSON-LAVILLEDIEU
400017653,40001765300041,,LAURENT COIFFURE,96.02A,,750,,,,AVENUE,DU PERIGORD,24390,HAUTEFORT,,,24210,,,,,242100048_B,553958.9335595975,6464810.727014293,,A,,,96.02A,750 AVENUE DU PERIGORD 24390 HAUTEFORT
400026522,40002652200039,,,96.02A,,,,,,LD,CARRIERE BEAUMONT DU PE BOIS DE,24440,BEAUMONTOIS EN PERIGORD,,,24028,,,,,,,,,A,,,96.02A, LD CARRIERE BEAUMONT DU PE BOIS DE 24440 BEAUMONTOIS EN PERIGORD
400088720,40008872000018,,,96.02A,,6,,,,RUE,DES ECOLES,24400,SAINT-LAURENT-DES-HOMMES,,,24436,,,,,244360350_B,483809.65821821033,6441261.527755875,,A,,,96.02A,6 RUE DES ECOLES 24400 SAINT-LAURENT-DES-HOMMES
400576591,40057659100020,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],RIBERAC,,[ND],24352,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, RIBERAC
400660189,40066018900020,,MIREILLE COIFFURE,96.02A,,7,,,,PLACE,GAMBETTA,24700,MONTPON-MENESTEROL,,,24294,,,,,242940145_B,476507.79506086034,6438490.8363757795,,A,L HAIR DU TEMPS,L HAIR DU TEMPS,96.02A,7 PLACE GAMBETTA 24700 MONTPON-MENESTEROL
402262752,40226275201013,FRANCK PROVOST SALONS,FRANCK PROVOST,96.02A,HYPERMARCHE SUPER U,,,,,ALLEE,JACQUES DUCLOS,24750,BOULAZAC ISLE MANOIRE,,,24053,,,,,240530455_B,525437.77,6456410.97,,A,FRANCK PROVOST,,96.02A,HYPERMARCHE SUPER U  ALLEE JACQUES DUCLOS 24750 BOULAZAC ISLE MANOIRE
402262752,40226275201542,FRANCK PROVOST SALONS,FRANCK PROVOST,96.02A,C/C AUCHAN GALERIE MARCHANDE,,,,,AVENUE,LOUIS SUDER,24430,MARSAC-SUR-L'ISLE,,,24256,,,,,242560210_B,516346.24,6457705.06,,A,FRANCK PROVOST,,96.02A,C/C AUCHAN GALERIE MARCHANDE  AVENUE LOUIS SUDER 24430 MARSAC-SUR-L'ISLE
402661862,40266186200019,,AGNES COIFFURE,96.02A,,672,,,,AVENUE,DU MANOIRE,24330,SAINT-PIERRE-DE-CHIGNAC,,,24484,,,,,244840650_B,531618.9696562088,6449339.153511371,,A,,AGNES COIFFURE,96.02A,672 AVENUE DU MANOIRE 24330 SAINT-PIERRE-DE-CHIGNAC
402698419,40269841900049,,,96.02A,,,,,,,BEAUSSAC,24340,MAREUIL EN PERIGORD,,,24253,,,,,,,,,A,,,96.02A, BEAUSSAC 24340 MAREUIL EN PERIGORD
402924492,40292449200018,,HARMONY COIFFURE,96.02A,,13,,,,AVENUE,JEAN JAURES,24120,TERRASSON-LAVILLEDIEU,,,24547,,,,,245470291_B,566500.2884486928,6449440.891508742,,A,,,96.02A,13 AVENUE JEAN JAURES 24120 TERRASSON-LAVILLEDIEU
403253701,40325370100011,,MASCULIN PLUS,96.02A,,1,,,,RUE,DE VERDUN,24700,MONTPON-MENESTEROL,,,24294,,,,,242940374_B,476298.25085032993,6438416.464996438,,A,,,96.02A,1 RUE DE VERDUN 24700 MONTPON-MENESTEROL
403558349,40355834900011,,,96.02A,,28,,,,ROUTE,DE PERIGUEUX,24100,LEMBRAS,,,24237,,,,,242370037_B,504707.8937958868,6423583.4141228935,,A,,,96.02A,28 ROUTE DE PERIGUEUX 24100 LEMBRAS
404327470,40432747000013,,MILCOUP,96.02A,,1,,,,RUE,DU PDT WILSON,24700,MONTPON-MENESTEROL,,,24294,,,,,242940394_C,,,,A,,,96.02A,1 RUE DU PDT WILSON 24700 MONTPON-MENESTEROL
404998320,40499832000018,,,96.02A,,,,,,,LE BOURG,24230,VELINES,,,24568,,,,,24568B019_C,,,,A,,,96.02A, LE BOURG 24230 VELINES
405235870,40523587000012,,,96.02A,,,,,,,LE BOURG,24460,NEGRONDES,,,24308,,,,,24308B015_C,,,,A,,,96.02A, LE BOURG 24460 NEGRONDES
408127835,40812783500044,,,96.02A,,14,,,,PLACE,DU MONT CARMEL,24450,MIALET,,,24269,,,,,242690065_B,536574.5988427044,6496613.294209234,,A,L ATELIER COIFFURE,L ATELIER COIFFURE,96.02A,14 PLACE DU MONT CARMEL 24450 MIALET
408214930,40821493000013,,SANDRINE COIFFURE,96.02A,,2,,,,RUE,DE LA REPUBLIQUE,24260,LE BUGUE,,,24067,,,,,240670160_B,536497.023273561,6426458.447139397,,A,,,96.02A,2 RUE DE LA REPUBLIQUE 24260 LE BUGUE
408630622,40863062200020,,,96.02A,,11,,,,RUE,SAINT FRONT,24000,PERIGUEUX,,,24322,,,,,243223570_B,521170.02964053734,6456524.390244381,,A,A L IMAGE DE SOIE,A L IMAGE DE SOIE,96.02A,11 RUE SAINT FRONT 24000 PERIGUEUX
409044690,40904469000058,,COIFFURE A DOMICILE CELINE,96.02A,,,,,,,LE LAMBERT,24240,CUNEGES,,,24148,,,,,,,,,A,COIFFURE A DOMICILE CELINE,COIFFURE A DOMICILE CELINE,96.02A, LE LAMBERT 24240 CUNEGES
409606274,40960627400010,,COIFF ELLE LUI,96.02A,,,,,,RUE,JULES FERRY,24130,PRIGONRIEUX,,,24340,,,,,243400060_B,494726.558409862,6420707.7834977675,,A,,,96.02A, RUE JULES FERRY 24130 PRIGONRIEUX
409732419,40973241900026,,,96.02A,,,,,,PLACE,ANDRE BOISSIERE,24480,LE BUISSON-DE-CADOUIN,,,24068,,,,,240680015_B,535014.4179129698,6418538.452011237,,A,,,96.02A, PLACE ANDRE BOISSIERE 24480 LE BUISSON-DE-CADOUIN
410147672,41014767200019,,,96.02A,,17,,,,RUE,DE LA LIBERATION,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280120_B,520029.2123717461,6505195.733310815,,A,,,96.02A,17 RUE DE LA LIBERATION 24360 PIEGUT-PLUVIERS
410147672,41014767200027,,,96.02A,,18,,,,RUE,DE LA LIBERATION,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280120_B,520068.2378370207,6505146.707615939,,A,,,96.02A,18 RUE DE LA LIBERATION 24360 PIEGUT-PLUVIERS
410174577,41017457700057,[ND],[ND],96.02A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CALVIAC-EN-PERIGORD,,[ND],24074,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02A, CALVIAC-EN-PERIGORD
411318819,41131881900025,,GORDELIAS,96.02A,,,,,,PLACE,DE Lƒ??EGLISE,24800,SAINT-JEAN-DE-COLE,,,24425,,,,,244250200_B,530940.9114212964,6482507.367292826,,A,,GORDELIAS,96.02A, PLACE DE Lƒ??EGLISE 24800 SAINT-JEAN-DE-COLE
411645500,41164550000041,,,96.02A,,43,,,,RUE,DE PARIS,24260,LE BUGUE,,,24067,,,,,240670135_B,536421.1683029716,6426681.205858291,,A,,COIFFURE HOMME THIERRY,96.02A,43 RUE DE PARIS 24260 LE BUGUE
412850430,41285043000015,,,96.02A,,,,,,RUE,LA COUTURE,24110,MANZAC-SUR-VERN,,,24251,,,,,,,,,A,,,96.02A, RUE LA COUTURE 24110 MANZAC-SUR-VERN
412886962,41288696200031,,DOMIE COIFFURE,96.02A,,,,,,,LES JACQUES,24500,FONROQUE,,,24186,,,,,,,,,A,,DOMIE COIFFURE,96.02A, LES JACQUES 24500 FONROQUE
413136482,41313648200010,,FANNY COIFFURE,96.02A,,,,,,RUE,DE LA REPUBLIQUE,24480,LE BUISSON-DE-CADOUIN,,,24068,,,,,240680210_B,534840.292049289,6418374.508142442,,A,,,96.02A, RUE DE LA REPUBLIQUE 24480 LE BUISSON-DE-CADOUIN
413272295,41327229500010,IDEATIFF-SN,,96.02A,,186,,,,AVENUE,WINSTON CHURCHILL,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380293_B,518697.4235128427,6455191.816097932,,A,,,96.02A,186 AVENUE WINSTON CHURCHILL 24660 COULOUNIEIX-CHAMIERS
413298456,41329845600018,SARL CREA!TIF,,96.02A,,161,,,,RUE,VICTOR HUGO,24000,PERIGUEUX,,,24322,,,,,243224240_B,520011.73043409677,6457355.657103065,,A,,,96.02A,161 RUE VICTOR HUGO 24000 PERIGUEUX
413683756,41368375600014,,NUANCE COIFFURE,96.02A,,335,,,,AVENUE,WINSTON CHURCHILL,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380293_B,518341.7858487794,6453678.047819826,,A,,,96.02A,335 AVENUE WINSTON CHURCHILL 24660 COULOUNIEIX-CHAMIERS
414125740,41412574000012,,,96.02A,,29,,,,AVENUE,EDOUARD DUPUY,24140,VILLAMBLARD,,,24581,,,,,245810015_B,506123.41477521136,6438759.473922643,,A,,,96.02A,29 AVENUE EDOUARD DUPUY 24140 VILLAMBLARD
414557942,41455794200011,SALON ALEXANDRE,,96.02A,,5,,,,RUE,JULES FERRY,24130,PRIGONRIEUX,,,24340,,,,,243400060_B,494699.51565477747,6420577.873956196,,A,,,96.02A,5 RUE JULES FERRY 24130 PRIGONRIEUX
414558213,41455821300016,,COUP DE PEIGNE,96.02A,,1,,,,IMPASSE,DU PORT DE GRAULE,24000,PERIGUEUX,,,24322,,,,,243223200_B,521253.0235687125,6456435.222916166,,A,,,96.02A,1 IMPASSE DU PORT DE GRAULE 24000 PERIGUEUX
414940080,41494008000040,,JULIEN DAVID,96.02A,,61,,,,RUE,SAINTE CATHERINE,24100,BERGERAC,,,24037,,,,,240374340_B,501384.67363596836,6420504.025810894,,A,JULIEN DAVID,,96.02A,61 RUE SAINTE CATHERINE 24100 BERGERAC
417920790,41792079000025,,,96.02A,,,,,,,LES CABADANS,24210,AJAT,,,24004,,,,,,,,,A,,,96.02A, LES CABADANS 24210 AJAT
419038179,41903817900067,,,96.02A,,39,,,,RUE,LIMOGEANNE,24000,PERIGUEUX,,,24322,,,,,243222400_B,521116.8604718071,6456639.585652159,,A,,IL BARBIERE,96.02A,39 RUE LIMOGEANNE 24000 PERIGUEUX
419471206,41947120600013,,,96.02A,,,,,,LD,LE PORT,24170,SIORAC-EN-PERIGORD,,,24538,,,,,,,,,A,,,96.02A, LD LE PORT 24170 SIORAC-EN-PERIGORD
419562673,41956267300014,SARL J.M.L.,,96.02A,,2,,,,RUE,BERTRAN DE BORN,24350,TOCANE-SAINT-APRE,,,24553,,,,,245530237_B,503656.7300679416,6464726.39362947,,A,,MARIE LAURE COIFFURE,96.02A,2 RUE BERTRAN DE BORN 24350 TOCANE-SAINT-APRE
420278723,42027872300143,COIFF & CO SALONS,,96.02A,,,,,,,GALERIE MARCHANDE DU CENTRE COMM,24430,MARSAC SUR L'ISLE,,,24256,,,,,,,,,A,COIFF & CO,,96.02A, GALERIE MARCHANDE DU CENTRE COMM 24430 MARSAC SUR L'ISLE
