siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse précise
409954906,40995490600023,,,96.09Z,,15,,,,RUE,DE LA FONTAINE DU CAYRE,24570,CONDAT-SUR-VEZERE,,,24130,,,,,241300047_B,560574.7112050983,6446310.153360194,,A,,,96.09Z,15 RUE DE LA FONTAINE DU CAYRE 24570 CONDAT-SUR-VEZERE
410430920,41043092000042,,,96.09Z,,1,,,,,BOUCLE DE JOUBERTIAS,24600,CELLES,,,24090,,,,,240907o8a_B,496804.67270127696,6466030.455614464,,A,,,96.09Z,1 BOUCLE DE JOUBERTIAS 24600 CELLES
410937379,41093737900023,,,96.09Z,CHENIL DU CLOS CHASS'REVE,,,,,,LE PETIT JOLIMON,24400,BEAUPOUYET,,,24029,,,,,,,,,A,,,96.09Z,CHENIL DU CLOS CHASS'REVE  LE PETIT JOLIMON 24400 BEAUPOUYET
411065758,41106575800012,,,96.09Z,,,,,,,LES TRAVERSES,24230,MONTCARET,,,24289,,,,,24289B231_C,,,,A,,,96.09Z, LES TRAVERSES 24230 MONTCARET
411484850,41148485000028,,,96.09Z,LE ROC,867,,,,ROUTE,DU RUISSEAU DIVISE,24230,SAINT-VIVIEN,,,24514,,,,,245140bdl_B,471977.8151035239,6424884.839559105,,A,,LETTRES ET MOTS,96.09Z,LE ROC 867 ROUTE DU RUISSEAU DIVISE 24230 SAINT-VIVIEN
411576812,41157681200027,ENTREPRISE D INSERTION VALLEE DE L ISLE,,96.09Z,,4,,,,RUE,D'EYGAS VIVAS,24190,NEUVIC,,,24309,,,,,243090135_B,500734.77263475175,6449352.138500437,,A,EIVI,,96.09Z,4 RUE D'EYGAS VIVAS 24190 NEUVIC
411770720,41177072000034,,,96.09Z,,12,,,,RUE,FERDINAND DE LABATUT,24100,BERGERAC,,,24037,,,,,240371800_B,501153.4852141843,6419016.966444669,,A,,LE COCON D'ISA,96.09Z,12 RUE FERDINAND DE LABATUT 24100 BERGERAC
412041709,41204170900061,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-SAUVEUR,,[ND],24499,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAINT-SAUVEUR
412182073,41218207300020,,,96.09Z,LE BOURG,,,,,,LAGORCE,24250,CENAC ET SAINT JULIEN,,,24091,,,,,24091B072_C,,,,A,TOILET CHIC,,96.09Z,LE BOURG  LAGORCE 24250 CENAC ET SAINT JULIEN
412465668,41246566800017,,,96.09Z,,,,,,,,24580,PLAZAC,,,24330,,,,,,,,,A,,,96.09Z, 24580 PLAZAC
413372418,41337241800033,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],TRELISSAC,,[ND],24557,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, TRELISSAC
413614272,41361427200032,,,96.09Z,,47,,,,RUE,PIERRE MAGNE,24000,PERIGUEUX,,,24322,,,,,243223090_B,521601.1671686423,6456197.20536596,,A,,,96.09Z,47 RUE PIERRE MAGNE 24000 PERIGUEUX
413809955,41380995500052,,,96.09Z,,36,B,,,RUE,TAILLEFER,24000,PERIGUEUX,,,24322,,,,,243223960_B,521035.19766732183,6456374.621717477,,A,,,96.09Z,"36, B RUE TAILLEFER 24000 PERIGUEUX"
413862921,41386292100033,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SIGOULES-ET-FLAUGEAC,,[ND],24534,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SIGOULES-ET-FLAUGEAC
414369140,41436914000077,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SOURZAC,,[ND],24543,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SOURZAC
414519116,41451911600043,,,96.09Z,,10,,,,PLACE,DE L'EGLISE,24190,NEUVIC,,,24309,,,,,243090032_B,501027.6267243927,6447783.968421376,,A,,,96.09Z,10 PLACE DE L'EGLISE 24190 NEUVIC
414769521,41476952100025,,,96.09Z,,1077,,,,ROUTE,DE LA ROQUE,24520,SAINT-GERMAIN-ET-MONS,,,24419,,,,,244190174_B,508098.98847574403,6415445.798761724,,A,,,96.09Z,1077 ROUTE DE LA ROQUE 24520 SAINT-GERMAIN-ET-MONS
414942623,41494262300052,,,96.09Z,,6,,,,IMPASSE,EMMANUEL CHABRIER,24100,BERGERAC,,,24037,,,,,240371665_B,501956.89448823006,6421343.491751485,,A,,,96.09Z,6 IMPASSE EMMANUEL CHABRIER 24100 BERGERAC
415018035,41501803500014,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BERGERAC
415112739,41511273900032,,,96.09Z,,39,,,,,PLAINE ST CYBARD,24520,MOULEYDIER,,,24296,,,,,,,,,A,,,96.09Z,39 PLAINE ST CYBARD 24520 MOULEYDIER
418310504,41831050400034,,,96.09Z,,1,,,,RUE,DU COMMANDANT COUSTEAU,24700,MONTPON-MENESTEROL,,,24294,,,,,242940111_B,475893.8965055882,6439341.680832416,,A,I C E C 24,,96.09Z,1 RUE DU COMMANDANT COUSTEAU 24700 MONTPON-MENESTEROL
418497863,41849786300039,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYRAUD-CREMPSE-MAURENS,,[ND],24259,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, EYRAUD-CREMPSE-MAURENS
418933065,41893306500017,ASSO INTERPROF RESSOURCES HUMAINES,,96.09Z,,41,,,,RUE,CHARNAY FRACHET,24000,PERIGUEUX,,,24322,,,,,243220960_B,521928.8287527523,6456656.761490579,,A,,,96.09Z,41 RUE CHARNAY FRACHET 24000 PERIGUEUX
419022710,41902271000026,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BERGERAC
420073975,42007397500013,PENSIONS ET TOILETTAGES,,96.09Z,,,,,,,LA ROQUE,24100,CREYSSE,,,24145,,,,,,,,,A,,,96.09Z, LA ROQUE 24100 CREYSSE
420424756,42042475600013,,,96.09Z,,,,,,,LAVERGNE,24340,MAREUIL EN PERIGORD,,,24253,,,,,,,,,A,,,96.09Z, LAVERGNE 24340 MAREUIL EN PERIGORD
420724296,42072429600025,,,62.02A,,,,,,HAM,BONNEVAL,24210,FOSSEMAGNE,,,24188,,,,,,,,,A,,,96.09Z, HAM BONNEVAL 24210 FOSSEMAGNE
420754863,42075486300041,,,96.09Z,,59,,,,GR,59 GRAND RUE,24560,ISSIGEAC,,,24212,,,,,,,,,A,,MARC  BERTIN,96.09Z,59 GR 59 GRAND RUE 24560 ISSIGEAC
421473026,42147302600019,,TOUTOU MOUSS',96.09Z,,67,,,,RUE,PIERRE SEMARD,24000,PERIGUEUX,,,24322,,,,,243223100_B,519663.09755468206,6457729.220042832,,A,,,96.09Z,67 RUE PIERRE SEMARD 24000 PERIGUEUX
421986209,42198620900029,,ANIM O POIL,96.09Z,,1,,,,PLACE,VICTOR HUGO,24400,MUSSIDAN,,,24299,,,,,242990136_B,492935.1869010808,6441015.443750033,,A,,,96.09Z,1 PLACE VICTOR HUGO 24400 MUSSIDAN
422132985,42213298500025,,AGENCE PERIGORD IMMOBILIER,68.31Z,RTE DE TOUVENT,,,,,ROUTE,DE TOUVENT,24190,SAINT-GERMAIN-DU-SALEMBRE,,,24418,,,,,244180625_B,498402.77024597913,6449722.141473509,,A,,,96.09Z,RTE DE TOUVENT  ROUTE DE TOUVENT 24190 SAINT-GERMAIN-DU-SALEMBRE
422161828,42216182800054,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LACROPTE,,[ND],24220,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LACROPTE
422209346,42220934600028,,,96.09Z,,,,,,,LD CLAIREFONT,24540,SOULAURES,,,24542,,,,,,,,,A,,,96.09Z, LD CLAIREFONT 24540 SOULAURES
423226679,42322667900011,,MAISON D'HOTES,96.09Z,,,,,,,LAC LAGRAULE,24750,CHAMPCEVINEL,,,24098,,,,,24098B054_C,,,,A,,,96.09Z, LAC LAGRAULE 24750 CHAMPCEVINEL
423752708,42375270800028,,,96.09Z,,10,,,,RUE,DU MAS,24570,CONDAT-SUR-VEZERE,,,24130,,,,,241300061_B,560750.097180732,6447671.842778541,,A,,STEPHANIE OYARBIDE PRADELOU,96.09Z,10 RUE DU MAS 24570 CONDAT-SUR-VEZERE
424094050,42409405000020,,,96.09Z,,733,,,,ROUTE,DU TALLET,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,,24356,,,,,243560374_B,538629.58,6442929.45,,A,,,96.09Z,733 ROUTE DU TALLET 24580 ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
424235117,42423511700035,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SIORAC-EN-PERIGORD,,[ND],24538,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SIORAC-EN-PERIGORD
424266740,42426674000135,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MAYME-DE-PEREYROL,,[ND],24459,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAINT-MAYME-DE-PEREYROL
424525533,42452553300040,,,96.09Z,LES GRANGES,82,,,,ROUTE,DE LA GOULEME,24200,CARSAC-AILLAC,,,24082,,,,,240820710_B,564832.6599782151,6416846.470325729,,A,,LA CALINERIE DE ZOE,96.09Z,LES GRANGES 82 ROUTE DE LA GOULEME 24200 CARSAC-AILLAC
424696276,42469627600072,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LISLE,,[ND],24243,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LISLE
424769677,42476967700040,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],HAUTEFORT,,[ND],24210,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, HAUTEFORT
425145448,42514544800014,,,96.09Z,,,,,,,,24230,SAINT-ANTOINE-DE-BREUILH,,,24370,,,,,,,,,A,,,96.09Z, 24230 SAINT-ANTOINE-DE-BREUILH
425191830,42519183000016,,,96.09Z,PRESBYTERE,,,,,,,24440,BEAUMONTOIS EN PERIGORD,,,24028,,,,,,,,,A,,,96.09Z,PRESBYTERE  24440 BEAUMONTOIS EN PERIGORD
425191863,42519186300017,,,96.09Z,PRESBYTERE,,,,,,,24230,SAINT-ANTOINE-DE-BREUILH,,,24370,,,,,,,,,A,,,96.09Z,PRESBYTERE  24230 SAINT-ANTOINE-DE-BREUILH
425191863,42519186300025,,,96.09Z,PRESBYTERE,,,,,,SAINT AULAYE,24230,ST ANTOINE DE BREUILH,,,24370,,,,,24370B130_C,,,,A,,,96.09Z,PRESBYTERE  SAINT AULAYE 24230 ST ANTOINE DE BREUILH
425191871,42519187100010,,,96.09Z,PRESBYTERE,,,,,PLACE,DE L'EGLISE,24140,VILLAMBLARD,,,24581,,,,,245810125_B,506443.34936482867,6438953.517504777,,A,,,96.09Z,PRESBYTERE  PLACE DE L'EGLISE 24140 VILLAMBLARD
425191871,42519187100028,,,96.09Z,PRESBYTERE,,,,,PLACE,DE L'EGLISE,24140,VILLAMBLARD,,,24581,,,,,245810125_B,506443.34936482867,6438953.517504777,,A,,,96.09Z,PRESBYTERE  PLACE DE L'EGLISE 24140 VILLAMBLARD
425191889,42519188900012,,,96.09Z,,,,,,,,24240,ROUFFIGNAC-DE-SIGOULES,,,24357,,,,,,,,,A,,,96.09Z, 24240 ROUFFIGNAC-DE-SIGOULES
425192713,42519271300013,,,96.09Z,,,,,,,,24800,NANTHEUIL,,,24304,,,,,,,,,A,,,96.09Z, 24800 NANTHEUIL
425193752,42519375200010,,,96.09Z,,,,,,,,24400,SAINT-MEDARD-DE-MUSSIDAN,,,24462,,,,,,,,,A,,,96.09Z, 24400 SAINT-MEDARD-DE-MUSSIDAN
425194818,42519481800018,,,96.09Z,,,,,,,,24260,SAINT-CHAMASSY,,,24388,,,,,,,,,A,,,96.09Z, 24260 SAINT-CHAMASSY
425194867,42519486700015,,,96.09Z,PRESBYTERE,,,,,,,24220,SAINT-CYPRIEN,,,24396,,,,,,,,,A,,,96.09Z,PRESBYTERE  24220 SAINT-CYPRIEN
425194867,42519486700023,,,96.09Z,PRESBYTERE,,,,,RUE,BERTRAND DE GOT,24220,SAINT-CYPRIEN,,,24396,,,,,243960019_B,545450.8169148625,6420894.724643874,,A,,,96.09Z,PRESBYTERE  RUE BERTRAND DE GOT 24220 SAINT-CYPRIEN
427564281,42756428100033,,,96.09Z,CHAUFFOUR,3125,,,,ROUTE,DE LA GRANGE DIMIERE,24420,SAVIGNAC-LES-EGLISES,,,24527,,,,,245270670_B,533334.4005589073,6463948.020671541,,A,,,96.09Z,CHAUFFOUR 3125 ROUTE DE LA GRANGE DIMIERE 24420 SAVIGNAC-LES-EGLISES
427783550,42778355000028,,,96.09Z,,,,,,,PRESBYTERE,24590,SALIGNAC-EYVIGUES,,,24516,,,,,,,,,A,,,96.09Z, PRESBYTERE 24590 SALIGNAC-EYVIGUES
428244768,42824476800019,ASS DEP DE PROTECTION CIVILE DE LA DORD,,96.09Z,,2,,,,RUE,PAUL LOUIS COURIER,24000,PERIGUEUX,,,24322,,,,,243222960_B,521375.87253498693,6456788.331492135,,A,,,96.09Z,2 RUE PAUL LOUIS COURIER 24000 PERIGUEUX
428560999,42856099900016,ASSOCIATION CDIC 24,,96.09Z,,,,,,,,24400,SOURZAC,,,24543,,,,,,,,,A,,,96.09Z, 24400 SOURZAC
429063795,42906379500026,,ATLANTIC'ALLIANCE CONSEILS,96.09Z,,10,,,,RUE,DES PRES,24000,PERIGUEUX,,,24322,,,,,243223230_B,521450.12731480424,6456493.984118835,,A,,,96.09Z,10 RUE DES PRES 24000 PERIGUEUX
429356157,42935615700025,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYMET,,[ND],24167,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, EYMET
430218388,43021838800014,,,96.09Z,,679,,,,ROUTE,DE GOURSAT,24290,MONTIGNAC-LASCAUX,,,24291,,,,,242912li5_B,552670.9106881849,6440204.300110732,,A,,LORRIN,96.09Z,679 ROUTE DE GOURSAT 24290 MONTIGNAC-LASCAUX
430537407,43053740700016,,,96.09Z,,,,,,,LAVAURE,24110,SAINT-ASTIER,,,24372,,,,,24372B073_C,,,,A,,,96.09Z, LAVAURE 24110 SAINT-ASTIER
430549576,43054957600014,,,96.09Z,,,,,,,LE BOURG SUD,24130,EYRAUD-CREMPSE-MAURENS,,,24259,,,,,,,,,A,,,96.09Z, LE BOURG SUD 24130 EYRAUD-CREMPSE-MAURENS
430549642,43054964200014,,,96.09Z,,,,,,,GRANDJEAN,24100,CREYSSE,,,24145,,,,,,,,,A,,,96.09Z, GRANDJEAN 24100 CREYSSE
430550111,43055011100016,,,96.09Z,,,,,,,,24520,LAMONZIE-MONTASTRUC,,,24224,,,,,,,,,A,,,96.09Z, 24520 LAMONZIE-MONTASTRUC
430551614,43055161400026,,,96.09Z,,,,,,,SAINTE-CLAIRE,24800,EYZERAC,,,24171,,,,,,,,,A,,,96.09Z, SAINTE-CLAIRE 24800 EYZERAC
430552380,43055238000015,,,96.09Z,,,,,,,,24420,SAVIGNAC-LES-EGLISES,,,24527,,,,,,,,,A,,,96.09Z, 24420 SAVIGNAC-LES-EGLISES
430552851,43055285100015,,,96.09Z,,32,,,,RUE,VICTOR HUGO,24000,PERIGUEUX,,,24322,,,,,243224240_B,520889.2629933583,6456871.480585375,,A,,,96.09Z,32 RUE VICTOR HUGO 24000 PERIGUEUX
430553677,43055367700013,,,96.09Z,,8,,,,RUE,DES ARZENS,24400,MUSSIDAN,,,24299,,,,,242990015_B,492936.4222098245,6440707.251805982,,A,,,96.09Z,8 RUE DES ARZENS 24400 MUSSIDAN
430555268,43055526800019,,,96.09Z,,,,,,,LA GIRBAUDIE,24290,MONTIGNAC-LASCAUX,,,24291,,,,,24291B099_C,,,,A,,,96.09Z, LA GIRBAUDIE 24290 MONTIGNAC-LASCAUX
431399153,43139915300011,,,96.09Z,,,,,,,LEVRAUD,24460,SAINT FRONT D ALEMPS,,,24408,,,,,24408B039_C,,,,A,,,96.09Z, LEVRAUD 24460 SAINT FRONT D ALEMPS
431419100,43141910000018,ASSOCIATION APICOLE 24,,96.09Z,DIRECTION SERVICES VETERIN,,,,,RUE,26EME RGT D INFANTERIE,24000,PERIGUEUX,,,24322,,,,,,,,,A,,,96.09Z,DIRECTION SERVICES VETERIN  RUE 26EME RGT D INFANTERIE 24000 PERIGUEUX
432157915,43215791500039,,,96.09Z,,930,,,,ROUTE,DES FEES,24220,SAINT-CYPRIEN,,,24396,,,,,24396xvf8_B,543170.9345318242,6421973.037223464,,A,,EON,96.09Z,930 ROUTE DES FEES 24220 SAINT-CYPRIEN
432339638,43233963800020,,,96.09Z,FAYOLLE,3,,,,CHEMIN,DES CHENES,24110,MONTREM,,,24295,,,,,242950030_B,508292.48479077,6451205.036725458,,A,,,96.09Z,FAYOLLE 3 CHEMIN DES CHENES 24110 MONTREM
432890622,43289062200033,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAVIGNAC-LES-EGLISES,,[ND],24527,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAVIGNAC-LES-EGLISES
433375458,43337545800026,[ND],[ND],68.20A,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SANILHAC,,[ND],24312,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SANILHAC
433600822,43360082200012,,,96.09Z,,15,,,,RUE,DES FARGES,24000,PERIGUEUX,,,24322,,,,,243221500_B,520989.3739655587,6456349.612631941,,A,,,96.09Z,15 RUE DES FARGES 24000 PERIGUEUX
433847233,43384723300031,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHANCELADE,,[ND],24102,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, CHANCELADE
434100111,43410011100021,,,96.09Z,,,,,,AVENUE,DE LA ROQUE,24100,CREYSSE,,,24145,,,,,241450065_B,506294.8965636069,6419998.73275301,,A,,,96.09Z, AVENUE DE LA ROQUE 24100 CREYSSE
434102869,43410286900022,,,01.21Z,COMBRILLAC,,,,,LD,COUCOMBRE,24130,PRIGONRIEUX,,,24340,,,,,,,,,A,,,96.09Z,COMBRILLAC  LD COUCOMBRE 24130 PRIGONRIEUX
434455838,43445583800053,,,68.20A,,12,,,,RUE,DE TAILLEFER,24310,PAUSSAC-ET-SAINT-VIVIEN,,,24319,,,,,24319abys_B,506961.89,6474593.24,,A,,,96.09Z,12 RUE DE TAILLEFER 24310 PAUSSAC-ET-SAINT-VIVIEN
437584519,43758451900023,,,96.09Z,,7,,,,AVENUE,PAUL LANGEVIN,24150,LALINDE,,,24223,,,,,242230100_B,521071.17,6417736.94,,A,,,96.09Z,7 AVENUE PAUL LANGEVIN 24150 LALINDE
437601875,43760187500028,,,96.09Z,,39,,,,AV,DU 108 EME RI,24100,BERGERAC,,,24037,,,,,240370985_C,,,,A,,,96.09Z,39 AV DU 108 EME RI 24100 BERGERAC
438692204,43869220400029,,PENSION TOILETTAGE MLLE PERRIER,96.09Z,,,,,,IMPASSE,DU MAINE,24560,SAINT-CERNIN-DE-LABARDE,,,24385,,,,,24385myoquh_B,507652.93,6411421.7,,A,,PENSION TOILETTAGE MLLE PERRIER SOPHIE,96.09Z, IMPASSE DU MAINE 24560 SAINT-CERNIN-DE-LABARDE
438755969,43875596900054,,,96.09Z,,7,,,,PLACE,SAINT MARTIN,24000,PERIGUEUX,,,24322,,,,,243223620_B,520272.6226055473,6456886.440156018,,A,MORGANE ANTARA,,96.09Z,7 PLACE SAINT MARTIN 24000 PERIGUEUX
440398154,44039815400011,,,96.09Z,,,,,,LD,LA FAURIE,24460,SAINT FRONT D'ALEMPS,,,24408,,,,,,,,,A,,,96.09Z, LD LA FAURIE 24460 SAINT FRONT D'ALEMPS
440947398,44094739800010,SARL T.C.A.,,96.09Z,,21,,,,RUE,LAFAYETTE,24110,SAINT-ASTIER,,,24372,,,,,243720215_B,505788.6910988687,6452720.848930068,,A,TCA,,96.09Z,21 RUE LAFAYETTE 24110 SAINT-ASTIER
441762606,44176260600040,,,96.09Z,,38,,,,AVENUE,THIERS,24200,SARLAT-LA-CANEDA,,,24520,,,,,245202380_B,559220.5142628283,6422321.389850557,,A,,,96.09Z,38 AVENUE THIERS 24200 SARLAT-LA-CANEDA
441762663,44176266300066,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SARLAT-LA-CANEDA,,[ND],24520,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SARLAT-LA-CANEDA
442116984,44211698400034,,,96.09Z,,15,,,,RUE,GABRIEL TARDE,24200,SARLAT-LA-CANEDA,,,24520,,,,,245200890_B,559122.4818972569,6421862.774027994,,A,,,96.09Z,15 RUE GABRIEL TARDE 24200 SARLAT-LA-CANEDA
442489993,44248999300026,,,90.03A,,32,,,,AVENUE,D'AQUITAINE,24480,LE BUISSON-DE-CADOUIN,,,24068,,,,,240680025_B,534262.1619456891,6418737.726660414,,A,,,96.09Z,32 AVENUE D'AQUITAINE 24480 LE BUISSON-DE-CADOUIN
442671459,44267145900026,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTAGRIER,,[ND],24286,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, MONTAGRIER
442716452,44271645200028,,,01.11Z,,,,,,,LIEU-DIT BON,24550,MAZEYROLLES,,,24263,,,,,,,,,A,,,96.09Z, LIEU-DIT BON 24550 MAZEYROLLES
442886628,44288662800035,,,96.09Z,,12,,,,IMPASSE,DU LAC BLANC,24750,BOULAZAC ISLE MANOIRE,,,24053,,,,,24053i9rt_B,521617.14,6452995.67,,A,,,96.09Z,12 IMPASSE DU LAC BLANC 24750 BOULAZAC ISLE MANOIRE
443246020,44324602000012,,,96.09Z,,,,,,RUE,DU DOCTEUR ROUSSEAU,24410,SAINT AULAYE-PUYMANGOU,,,24376,,,,,,,,,A,,,96.09Z, RUE DU DOCTEUR ROUSSEAU 24410 SAINT AULAYE-PUYMANGOU
443765722,44376572200048,,,96.09Z,,,,,,,TOUS VENTS,24360,PIEGUT-PLUVIERS,,,24328,,,,,,,,,A,,KINESIOLOGIE ET ACCOMPAGNEMENT DES APPRENTISSAGES,96.09Z, TOUS VENTS 24360 PIEGUT-PLUVIERS
444209746,44420974600023,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BARS,,[ND],24025,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, BARS
444228324,44422832400018,[ND],[ND],01.45Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PECHS-DE-L'ESPERANCE,,[ND],24325,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, PECHS-DE-L'ESPERANCE
444311450,44431145000043,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LANOUAILLE,,[ND],24227,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, LANOUAILLE
444665384,44466538400012,,,96.09Z,,,,,,LD,LA CROZE,24340,MAREUIL EN PERIGORD,,,24253,,,,,,,,,A,,,96.09Z, LD LA CROZE 24340 MAREUIL EN PERIGORD
444736128,44473612800026,,,85.59A,,,,,,,LA GRANGETTE,24560,CONNE-DE-LABARDE,,,24132,,,,,,,,,A,,,96.09Z, LA GRANGETTE 24560 CONNE-DE-LABARDE
447493016,44749301600037,[ND],[ND],01.45Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT CERNIN DE L'HERM,,[ND],24386,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAINT CERNIN DE L'HERM
447864109,44786410900072,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ASTIER,,[ND],24372,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, SAINT-ASTIER
447941055,44794105500033,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYRAUD-CREMPSE-MAURENS,,[ND],24259,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, EYRAUD-CREMPSE-MAURENS
448905018,44890501800025,,METAMORPHOSE CANINE,96.09Z,,,,,,,MALFOND,24250,LA ROQUE-GAGEAC,,,24355,,,,,,,,,A,,,96.09Z, MALFOND 24250 LA ROQUE-GAGEAC
449008143,44900814300017,,,96.09Z,,,,,,,MOULIN DE NAUCHADOU,24290,LA CHAPELLE-AUBAREIL,,,24106,,,,,,,,,A,,THE DORDOGNE CATTERY,96.09Z, MOULIN DE NAUCHADOU 24290 LA CHAPELLE-AUBAREIL
449451723,44945172300059,,,70.21Z,,7,,,,,RES LE MERLAN,24240,MONESTIER,,,24276,,,,,,,,,A,,,96.09Z,7 RES LE MERLAN 24240 MONESTIER
449583111,44958311100025,,,96.09Z,,82,,,,RUE,DU PROFESSEUR POZZI,24100,BERGERAC,,,24037,,,,,240373860_B,501933.0180574205,6420024.521656603,,A,,,96.09Z,82 RUE DU PROFESSEUR POZZI 24100 BERGERAC
449892751,44989275100016,,,96.09Z,,100,,,,ROUTE,DE VERSAILLES,24220,MEYRALS,,,24268,,,,,242685j8q_B,546597.7433431323,6424511.220198538,,A,,,96.09Z,100 ROUTE DE VERSAILLES 24220 MEYRALS
449923820,44992382000020,[ND],[ND],96.09Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VAL DE LOUYRE ET CAUDEAU,,[ND],24362,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.09Z, VAL DE LOUYRE ET CAUDEAU
449996800,44999680000032,,,96.09Z,,,,,,,LES VIGNES DE CHALUSSET,24630,JUMILHAC-LE-GRAND,,,24218,,,,,,,,,A,,,96.09Z, LES VIGNES DE CHALUSSET 24630 JUMILHAC-LE-GRAND
450122007,45012200700047,,,96.09Z,,22,,,,RUE,DU MOURIER,24100,BERGERAC,,,24037,,,,,240373200_B,501288.1631552156,6420196.503229887,,A,,,96.09Z,22 RUE DU MOURIER 24100 BERGERAC
